StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consent,id,v.n1,p.n1,i.n1,u.n1,a.n1,q,v.n2,p.n2,i.n2,u.n2,a.n2,att,v.g1,p.g1,i.g1,u.g1,a.g1,v.g2,p.g2,i.g2,u.g2,a.g2,att.1,FL_14_DO,casefirstrate_DO,casefirstrerate_DO,messagefirstrate_DO,messagefirstrerate_DO
4/3/2024 11:20,4/3/2024 11:24,0,100,245,1,4/3/2024 11:24,,,,,anonymous,EN,1,57,5,5,5,6,5,BY printing a tv on sides of the boxes. they would handle the boxes with more care casue  tv screens break easy. but if they just thought it was a bike made metal they be more careless. teaches u lesson sometimes things ant what they seem and wee white lie can do yourself and ur company good .  ,5,5,5,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|a.n1|p.n1|v.n1|u.n1,Q142|Q144|p.n2|i.n2|u.n2|v.n2|att|a.n2,,
4/3/2024 11:21,4/3/2024 11:24,0,100,169,1,4/3/2024 11:24,,,,,anonymous,EN,1,58,5,5,5,5,5,People are more understanding when they have more information.,5,5,5,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|u.n1|p.n1|v.n1|a.n1,Q142|Q144|a.n2|att|u.n2|p.n2|v.n2|i.n2,,
4/3/2024 11:22,4/3/2024 11:24,0,100,113,1,4/3/2024 11:24,,,,,anonymous,EN,1,59,3,1,3,3,2,that you can manipulate the world to suit your needs,2,1,2,2,2,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|a.n1|i.n1|u.n1|p.n1,Q142|Q144|p.n2|a.n2|v.n2|i.n2|att|u.n2,,
4/3/2024 11:22,4/3/2024 11:24,0,100,120,1,4/3/2024 11:24,,,,,anonymous,EN,1,60,,,,,,"My insight on this is, if you package things a certain way that they will be handled with more care",,,,,,,4,2,3,4,3,3,2,3,3,2,4,FL_53,,,Q151|Q152|u.g1|i.g1|v.g1|a.g1|p.g1,Q175|Q177|p.g2|u.g2|att|i.g2|v.g2|a.g2
4/3/2024 11:21,4/3/2024 11:24,0,100,155,1,4/3/2024 11:24,,,,,anonymous,EN,1,61,,,,,,Packaging something to look fragile will reduce damage when shipping. This implies that people who work in the shipping industry treat packages that appear to be fragile better than those that don't. ,,,,,,,2,1,5,3,5,2,2,2,3,5,4,FL_53,,,Q151|Q152|a.g1|i.g1|p.g1|u.g1|v.g1,Q175|Q177|a.g2|p.g2|v.g2|u.g2|i.g2|att
4/3/2024 11:19,4/3/2024 11:24,0,100,325,1,4/3/2024 11:24,,,,,anonymous,EN,1,62,,,,,,The companies package certain products in a certain way depending on the fragility of the product while still trying to make it look appealing.,,,,,,,4,4,5,6,6,5,5,4,5,6,4,FL_53,,,Q151|Q152|i.g1|u.g1|v.g1|a.g1|p.g1,Q175|Q177|u.g2|p.g2|a.g2|i.g2|v.g2|att
4/3/2024 11:22,4/3/2024 11:24,0,100,141,1,4/3/2024 11:24,,,,,anonymous,EN,1,63,6,6,5,6,5,The idea described was ingenious and a great example of left field thinking ,6,6,5,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|u.n1|a.n1|i.n1|p.n1,Q142|Q144|a.n2|att|p.n2|v.n2|i.n2|u.n2,,
4/3/2024 11:23,4/3/2024 11:25,0,100,119,1,4/3/2024 11:25,,,,,anonymous,EN,1,64,,,,,,"People judge something not purely by its actual characteristics, but also by how it is presented.",,,,,,,5,4,5,4,4,5,4,5,5,4,4,FL_53,,,Q151|Q152|i.g1|v.g1|p.g1|a.g1|u.g1,Q175|Q177|att|a.g2|u.g2|v.g2|i.g2|p.g2
4/3/2024 11:21,4/3/2024 11:25,0,100,181,1,4/3/2024 11:25,,,,,anonymous,EN,1,65,,,,,,It gives us insight into how we should package things so that they are not damaged ,,,,,,,4,3,3,3,3,3,3,3,3,3,4,FL_53,,,Q151|Q152|i.g1|v.g1|a.g1|p.g1|u.g1,Q175|Q177|a.g2|att|p.g2|v.g2|u.g2|i.g2
4/3/2024 11:18,4/3/2024 11:25,0,100,401,1,4/3/2024 11:25,,,,,anonymous,EN,1,66,6,6,5,4,3,"Because the shippers were damaging the product before it got to the buyers, it was costing the company a lot so they thought of a way to minimize damage to bicycle by prioritizing the packaging and it worked out.",5,4,4,4,4,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|p.n1|a.n1|i.n1|u.n1,Q142|Q144|v.n2|u.n2|a.n2|i.n2|p.n2|att,,
4/3/2024 11:18,4/3/2024 11:25,0,100,416,1,4/3/2024 11:25,,,,,anonymous,EN,1,67,4,3,5,1,2,"The insight gained from the information I just read was about a dutch company who sold high-end value bicycles that could come with added value products such as anti theft, etc. The company had a goal to reach by the end of the decade of 90% sales sold online. They are struggling as the shipping company is not taking care of the bicycles when transporting to the customer. This most likely would have affected their sales negatively. An employee came up with an idea to hide the original contents which in my opinion was a worse idea as a TV is more likely to be stolen especially if it is a high end one that is being 'marketed'. Yes it could potentially solve the current issue of damage however long term, other issues would come like theft. Its also very deceiving to customers as they might think that the company is selling cheap knockoffs as they can't afford the correct packaging cardboard. Many comsumers love the feeling of opening something that they enjoy. Bicycle enthusiastics would most likely be upset when receiving this new style of packaging.",2,1,4,2,3,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|p.n1|i.n1|u.n1|a.n1,Q142|Q144|i.n2|a.n2|att|v.n2|u.n2|p.n2,,
4/3/2024 11:23,4/3/2024 11:25,0,100,155,1,4/3/2024 11:25,,,,,anonymous,EN,1,68,6,6,7,6,6,The insight that I've learnt is that sometimes little lies that hurt no one can help you achieve your goal.,7,7,7,7,7,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|a.n1|i.n1|v.n1|u.n1,Q142|Q144|i.n2|u.n2|att|p.n2|v.n2|a.n2,,
4/3/2024 11:21,4/3/2024 11:25,0,100,243,1,4/3/2024 11:25,,,,,anonymous,EN,1,69,5,2,3,3,2,As soon as people are aware that they are handling delicate products that can easily be damaged they handle it more carefully. If you know this you can use this to your advantage.,3,2,3,3,2,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|p.n1|a.n1|u.n1|i.n1,Q142|Q144|v.n2|a.n2|u.n2|i.n2|p.n2|att,,
4/3/2024 11:23,4/3/2024 11:25,0,100,129,1,4/3/2024 11:25,,,,,anonymous,EN,1,70,,,,,,"That companies have various, unique strategies to be effective in how they deliver their products",,,,,,,3,4,3,3,2,3,3,3,3,2,4,FL_53,,,Q151|Q152|i.g1|p.g1|a.g1|u.g1|v.g1,Q175|Q177|a.g2|u.g2|att|p.g2|v.g2|i.g2
4/3/2024 11:22,4/3/2024 11:25,0,100,221,1,4/3/2024 11:25,,,,,anonymous,EN,1,71,,,,,,"This information is not very useful to me right now since i do not ship anything on mail, but in the future for me or someone else this could be useful to know",,,,,,,4,5,4,3,3,4,5,3,3,5,4,FL_53,,,Q151|Q152|p.g1|u.g1|i.g1|a.g1|v.g1,Q175|Q177|p.g2|u.g2|a.g2|att|v.g2|i.g2
4/3/2024 11:22,4/3/2024 11:25,0,100,221,1,4/3/2024 11:25,,,,,anonymous,EN,1,72,,,,,,Good packaging is ideal when packaging your products,,,,,,,6,5,5,6,6,5,6,5,6,6,4,FL_53,,,Q151|Q152|i.g1|a.g1|p.g1|u.g1|v.g1,Q175|Q177|a.g2|v.g2|att|u.g2|i.g2|p.g2
4/3/2024 11:23,4/3/2024 11:26,0,100,168,1,4/3/2024 11:26,,,,,anonymous,EN,1,73,,,,,,"If a company makes their product's packaging look like the contents might be fragile, then their product has a better chance of arriving with minimal to no damage. ",,,,,,,1,3,3,1,1,1,1,3,1,1,4,FL_53,,,Q151|Q152|u.g1|v.g1|a.g1|p.g1|i.g1,Q175|Q177|a.g2|p.g2|att|u.g2|i.g2|v.g2
4/3/2024 11:24,4/3/2024 11:26,0,100,108,1,4/3/2024 11:26,,,,,anonymous,EN,1,74,5,7,7,7,7,I think it is a good idea however it is alarming that we would have to result to such matters. The fact that delivery services are just not up to scratch resulting in us having to decieve them. ,7,7,7,7,7,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|p.n1|u.n1|i.n1|a.n1,Q142|Q144|att|a.n2|p.n2|v.n2|u.n2|i.n2,,
4/3/2024 11:24,4/3/2024 11:26,0,100,118,1,4/3/2024 11:26,,,,,anonymous,EN,1,75,,,,,,"I learned that I can package a product in a way that a more fragile product would be, so that the shipping company would treat it like one. ",,,,,,,1,3,3,2,2,2,3,3,3,2,4,FL_53,,,Q151|Q152|v.g1|a.g1|u.g1|p.g1|i.g1,Q175|Q177|a.g2|i.g2|p.g2|v.g2|u.g2|att
4/3/2024 11:21,4/3/2024 11:26,0,100,297,1,4/3/2024 11:26,,,,,anonymous,EN,1,76,5,6,6,5,4,by changing the packaging to show a breakable item they reduced damages,5,6,6,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|v.n1|i.n1|u.n1|a.n1,Q142|Q144|p.n2|i.n2|a.n2|att|u.n2|v.n2,,
4/3/2024 11:20,4/3/2024 11:26,0,100,323,1,4/3/2024 11:26,,,,,anonymous,EN,1,77,6,5,7,5,6,I learned that certain objects get better treatment than others. It gave me an insight into how goods are transported through carriers and that even warning labels may be ignored (i.e. fragile). I learned that the best way to ensure the safety of a package is to provide an image of a high-value item on the side.,6,5,6,7,5,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|a.n1|v.n1|i.n1|u.n1,Q142|Q144|p.n2|i.n2|a.n2|att|v.n2|u.n2,,
4/3/2024 11:22,4/3/2024 11:26,0,100,214,1,4/3/2024 11:26,,,,,anonymous,EN,1,78,,,,,,All is not how it seems. Just because you see something it doesn't mean that is the reality.,,,,,,,3,2,3,3,3,3,3,3,3,3,4,FL_53,,,Q151|Q152|i.g1|v.g1|a.g1|u.g1|p.g1,Q175|Q177|a.g2|p.g2|i.g2|att|v.g2|u.g2
4/3/2024 11:24,4/3/2024 11:26,0,100,104,1,4/3/2024 11:26,,,,,anonymous,EN,1,79,4,5,4,5,2,I have learned that the postal service will take more care of your product if they deem it to be more fragile. It won't benefit me much in the future but it might be a handy little tip.,3,5,5,3,2,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|v.n1|i.n1|p.n1|a.n1,Q142|Q144|p.n2|att|a.n2|i.n2|v.n2|u.n2,,
4/3/2024 11:24,4/3/2024 11:26,0,100,120,1,4/3/2024 11:26,,,,,anonymous,EN,1,80,,,,,,I believe the instructions are about sealing a package so it doesnt break,,,,,,,3,1,4,2,4,3,1,3,4,4,4,FL_53,,,Q151|Q152|i.g1|v.g1|u.g1|a.g1|p.g1,Q175|Q177|a.g2|u.g2|i.g2|p.g2|v.g2|att
4/3/2024 11:22,4/3/2024 11:26,0,100,244,1,4/3/2024 11:26,,,,,anonymous,EN,1,81,6,5,6,6,6,I learned that representation determines the treatment in any case,6,5,6,6,6,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|p.n1|a.n1|i.n1|u.n1,Q142|Q144|att|u.n2|p.n2|v.n2|a.n2|i.n2,,
4/3/2024 11:23,4/3/2024 11:26,0,100,192,1,4/3/2024 11:26,,,,,anonymous,EN,1,82,,,,,,Marking a package as fragile makes it less likely to be damaged during shipping. This seems to be a dishonest practice if the item in question is not actually fragile.,,,,,,,5,7,6,7,5,6,5,7,6,6,4,FL_53,,,Q151|Q152|v.g1|i.g1|p.g1|a.g1|u.g1,Q175|Q177|att|p.g2|a.g2|i.g2|v.g2|u.g2
4/3/2024 11:24,4/3/2024 11:26,0,100,112,1,4/3/2024 11:26,,,,,anonymous,EN,1,83,,,,,,"to be honest I already knew about this information, but it's always good to be reminded ",,,,,,,5,4,4,5,5,4,5,5,5,4,4,FL_53,,,Q151|Q152|a.g1|u.g1|v.g1|p.g1|i.g1,Q175|Q177|i.g2|p.g2|u.g2|att|v.g2|a.g2
4/3/2024 11:24,4/3/2024 11:26,0,100,128,1,4/3/2024 11:26,,,,,anonymous,EN,1,84,,,,,,that there is room for gaming the system and strategizing in the grey zone of legality in order to benefit financially by modifying something to look like something else,,,,,,,4,5,3,3,3,3,3,3,3,3,4,FL_53,,,Q151|Q152|v.g1|a.g1|i.g1|u.g1|p.g1,Q175|Q177|att|p.g2|u.g2|v.g2|a.g2|i.g2
4/3/2024 11:22,4/3/2024 11:26,0,100,242,1,4/3/2024 11:26,,,,,anonymous,EN,1,85,3,2,6,3,4,"I learned that people essentially go to get a job done and most items are carelessly handled as the handler sees they can get away with handling in such a way to perhaps cut time and therefore cost. However, if an item is fragile it needs to be handled better which costs more time and money but the job won’t be done effectively without spending the extra time. The handler is clearly unaware of the damage caused to the other items ",4,2,4,3,3,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|a.n1|v.n1|p.n1|u.n1,Q142|Q144|att|a.n2|i.n2|u.n2|v.n2|p.n2,,
4/3/2024 11:24,4/3/2024 11:26,0,100,163,1,4/3/2024 11:26,,,,,anonymous,EN,1,86,,,,,,That packaging things to make them look fragile can save on postage costs,,,,,,,3,3,3,3,2,3,3,3,3,2,4,FL_53,,,Q151|Q152|v.g1|p.g1|i.g1|u.g1|a.g1,Q175|Q177|v.g2|u.g2|i.g2|p.g2|att|a.g2
4/3/2024 11:18,4/3/2024 11:26,0,100,493,1,4/3/2024 11:26,,,,,anonymous,EN,1,87,6,3,5,6,7,"It shows how we assign value to different things based on our own perspective. We all know that we don't want to damage a new flatscreen tv, why is the same level of causiousness only applied once stated it is something is easily breakable, why aren't we careful unless told, or handle packages with the same care. It shows we need to be told and don't show the same respect for different items",6,2,3,5,6,4,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|v.n1|u.n1|p.n1|i.n1,Q142|Q144|v.n2|a.n2|att|i.n2|u.n2|p.n2,,
4/3/2024 11:22,4/3/2024 11:27,0,100,262,1,4/3/2024 11:27,,,,,anonymous,EN,1,88,,,,,,"If you package an item for postage and make it appear to be fairly fragile, it is hoped that the package will be handled more sympathetically than one that doesn’t seem fragikr",,,,,,,4,3,2,4,4,4,4,5,4,4,4,FL_53,,,Q151|Q152|i.g1|p.g1|a.g1|u.g1|v.g1,Q175|Q177|u.g2|i.g2|p.g2|att|v.g2|a.g2
4/3/2024 11:24,4/3/2024 11:27,0,100,176,1,4/3/2024 11:27,,,,,anonymous,EN,1,89,,,,,,Companies that package products to superficially resemble more fragile products reduce damage costs during shipping.,,,,,,,2,2,2,2,2,2,2,2,2,2,4,FL_53,,,Q151|Q152|p.g1|u.g1|a.g1|i.g1|v.g1,Q175|Q177|v.g2|i.g2|p.g2|u.g2|att|a.g2
4/3/2024 11:24,4/3/2024 11:27,0,100,167,1,4/3/2024 11:27,,,,,anonymous,EN,1,90,7,7,7,7,7,I have learned that more care is taken when something appears to be easily damaged and is fragile,7,7,7,7,7,4,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|p.n1|v.n1|i.n1|u.n1,Q142|Q144|att|i.n2|p.n2|u.n2|v.n2|a.n2,,
4/3/2024 11:24,4/3/2024 11:27,0,100,127,1,4/3/2024 11:27,,,,,anonymous,EN,1,91,,,,,,when something gets shipped. It is safest if it gets packed with products that are simularvto the product that is getting packed to avoid damage,,,,,,,2,2,3,2,2,2,2,2,2,3,4,FL_53,,,Q151|Q152|u.g1|a.g1|i.g1|v.g1|p.g1,Q175|Q177|att|i.g2|u.g2|a.g2|p.g2|v.g2
4/3/2024 11:24,4/3/2024 11:27,0,100,180,1,4/3/2024 11:27,,,,,anonymous,EN,1,92,6,6,6,6,6,It is good to find innovative ways for stuff that is not always transparent. So very often you have to think outside the box and this was a good example,6,6,6,6,6,4,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|i.n1|u.n1|p.n1|v.n1,Q142|Q144|p.n2|i.n2|a.n2|u.n2|v.n2|att,,
4/3/2024 11:24,4/3/2024 11:27,0,100,154,1,4/3/2024 11:27,,,,,anonymous,EN,1,93,4,5,4,4,5,When people that work at shipping transportation have some information about what they are trnsporting they tend to be more careful with how they manage it. ,4,4,4,4,4,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|a.n1|u.n1|i.n1|v.n1,Q142|Q144|att|p.n2|v.n2|i.n2|u.n2|a.n2,,
4/3/2024 11:24,4/3/2024 11:27,0,100,155,1,4/3/2024 11:27,,,,,anonymous,EN,1,94,,,,,,According to my understanding is that they want to package products in a superficial way to make it seem like it's fragile.,,,,,,,3,2,2,2,2,4,4,4,4,4,4,FL_53,,,Q151|Q152|v.g1|p.g1|u.g1|i.g1|a.g1,Q175|Q177|att|i.g2|a.g2|u.g2|v.g2|p.g2
4/3/2024 11:24,4/3/2024 11:27,0,100,182,1,4/3/2024 11:27,,,,,anonymous,EN,1,95,5,5,7,6,5,"Well by fooling the shipping company into thinking they were handling TVs, it reduced the amount of damaged bikes shipped.  I learned that sometimes you have to trick ppl to achieve what you want.  That's basically what it is.  A shipping company should be handling all items  with care, but the world isn't like that.  I personally worked at  shipping company before and everything was thrown around.   ",5,4,5,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|u.n1|p.n1|v.n1|a.n1,Q142|Q144|a.n2|p.n2|v.n2|i.n2|u.n2|att,,
4/3/2024 11:22,4/3/2024 11:27,0,100,291,1,4/3/2024 11:27,,,,,anonymous,EN,1,96,4,6,5,5,5,"Usually, unless to protect myself or other I don't like deception, so lying about an object seems a bit amoral, but of course it is right to expect your wares to  not be damaged when you ship them. To me this shows that people sometimes have to be manipulated, for the greater good. In a sense this it akin to 'nudges' like putting healthier food on display, it hurts no one and helps every one, while being a bit deceptive.",4,6,5,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|p.n1|a.n1|u.n1,Q142|Q144|p.n2|i.n2|a.n2|v.n2|u.n2|att,,
4/3/2024 11:25,4/3/2024 11:27,0,100,118,1,4/3/2024 11:27,,,,,anonymous,EN,1,97,,,,,,It provided me information about packaging and how that can impact my resources.  ,,,,,,,2,2,3,2,2,2,2,2,2,2,4,FL_53,,,Q151|Q152|u.g1|p.g1|i.g1|v.g1|a.g1,Q175|Q177|i.g2|att|v.g2|p.g2|a.g2|u.g2
4/3/2024 11:25,4/3/2024 11:27,0,100,101,1,4/3/2024 11:27,,,,,anonymous,EN,1,98,5,5,6,5,5,"If the product is deemed fragile or valuable, then more care is taken over its transportation.",5,5,5,5,6,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|i.n1|u.n1|a.n1|v.n1,Q142|Q144|v.n2|att|p.n2|u.n2|a.n2|i.n2,,
4/3/2024 11:25,4/3/2024 11:27,0,100,81,1,4/3/2024 11:27,,,,,anonymous,EN,1,99,,,,,,"If you make something look fragile, even if it isn't, people will treat it as fragile and thus it will be preserved better.",,,,,,,4,3,3,3,4,3,3,3,4,4,4,FL_53,,,Q151|Q152|a.g1|p.g1|v.g1|u.g1|i.g1,Q175|Q177|p.g2|att|v.g2|i.g2|u.g2|a.g2
4/3/2024 11:24,4/3/2024 11:27,0,100,146,1,4/3/2024 11:27,,,,,anonymous,EN,1,100,,,,,,Certain goods need to be packaged in certain ways so that they dont get damaged while being shipped,,,,,,,4,2,2,2,2,2,2,2,2,2,4,FL_53,,,Q151|Q152|v.g1|p.g1|i.g1|u.g1|a.g1,Q175|Q177|att|v.g2|u.g2|p.g2|a.g2|i.g2
4/3/2024 11:23,4/3/2024 11:27,0,100,231,1,4/3/2024 11:27,,,,,anonymous,EN,1,101,5,5,5,3,2,It was a good idea to put an image of a flat screen television on the van it meant people would handle the goods with more care.  It' feels a bit like like an analogy for life.  Put out some kind of a sign of how you want to be treated and see what kind of impact that might have,3,3,5,4,3,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|v.n1|a.n1|u.n1|i.n1,Q142|Q144|i.n2|att|u.n2|v.n2|a.n2|p.n2,,
4/3/2024 11:23,4/3/2024 11:27,0,100,208,1,4/3/2024 11:27,,,,,anonymous,EN,1,102,7,6,7,7,7,"What I got from reading about VanMoof's experience is that sometimes, simple solutions can solve big problems. Imagine this: the company was having trouble with bikes getting damaged during shipping, which was a huge headache because their bikes are fancy and expensive. But then, someone had a lightbulb moment: they started putting pictures of TVs on the shipping boxes. And guess what? It worked like magic! People started being extra careful with the boxes because they thought they were carrying TVs, not bikes. Isn't that clever?  This story teaches us a couple of things. First, it shows the power of thinking differently when faced with a problem. Sometimes, the solution isn't complicated; it's just about finding a new angle. Second, it tells us something about human nature. People tend to be more careful with valuable things, even if they're just pictures on a box. So, understanding what makes people tick can help us come up with smart solutions.  And you know what else? This story reminds us that setting clear goals can push us to find innovative solutions. VanMoof had a goal to sell lots of bikes online, and that pushed them to find a way to stop the shipping damage. So, it's all about being creative, understanding people, and keeping your eyes on the prize.",7,6,7,7,7,4,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|u.n1|i.n1|p.n1|v.n1,Q142|Q144|att|i.n2|v.n2|u.n2|a.n2|p.n2,,
4/3/2024 11:25,4/3/2024 11:27,0,100,113,1,4/3/2024 11:27,,,,,anonymous,EN,1,103,3,3,3,3,2,I didnt really learn very much only you can use deceit to get the bicycles delivered undamaged,2,2,2,3,2,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|i.n1|u.n1|v.n1|a.n1,Q142|Q144|p.n2|u.n2|i.n2|a.n2|att|v.n2,,
4/3/2024 11:25,4/3/2024 11:27,0,100,134,1,4/3/2024 11:27,,,,,anonymous,EN,1,104,5,5,5,5,6,"I learned that sometimes you have to think outside the box in order to come up with solutions. Putting a television on a box that contains a bike isn't the first solution to fixing a shipping problem, but it effectively worked.",6,5,5,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|v.n1|i.n1|p.n1|u.n1,Q142|Q144|v.n2|i.n2|a.n2|u.n2|p.n2|att,,
