StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consent,id,v.n1,p.n1,i.n1,u.n1,a.n1,q,v.n2,p.n2,i.n2,u.n2,a.n2,att,v.g1,p.g1,i.g1,u.g1,a.g1,v.g2,p.g2,i.g2,u.g2,a.g2,att.1,FL_14_DO,casefirstrate_DO,casefirstrerate_DO,messagefirstrate_DO,messagefirstrerate_DO
4/3/2024 11:24,4/3/2024 11:27,0,100,157,1,4/3/2024 11:27,,,,,anonymous,EN,1,105,,,,,,Packaging of products can be useful only if treated like fragile ones to avoid them being perishable ,,,,,,,4,6,5,4,6,5,6,6,5,6,5,FL_53,,,Q151|Q152|p.g1|a.g1|i.g1|u.g1|v.g1,Q175|Q177|att|v.g2|u.g2|p.g2|a.g2|i.g2
4/3/2024 11:25,4/3/2024 11:27,0,100,107,1,4/3/2024 11:27,,,,,anonymous,EN,1,106,,,,,,"If you tell a little lie about something, you might gain some benefit from it.",,,,,,,2,4,4,2,2,2,3,3,3,2,4,FL_53,,,Q151|Q152|p.g1|a.g1|i.g1|v.g1|u.g1,Q175|Q177|p.g2|v.g2|a.g2|u.g2|att|i.g2
4/3/2024 11:24,4/3/2024 11:27,0,100,201,1,4/3/2024 11:27,,,,,anonymous,EN,1,107,,,,,,It was interesting to learn that companies package products to seem as fragile as a more fragile counterpart so they are handled with greater care. Interesting if true. Though they must be quite fragile to need to be handled so carefully anyway. No insight was really given into what fragile aware packaging looks like comparatively.,,,,,,,2,5,5,2,3,2,5,4,2,2,4,FL_53,,,Q151|Q152|p.g1|i.g1|v.g1|a.g1|u.g1,Q175|Q177|a.g2|p.g2|i.g2|v.g2|u.g2|att
4/3/2024 11:16,4/3/2024 11:27,0,100,696,1,4/3/2024 11:27,,,,,anonymous,EN,1,108,6,5,5,6,6,"I learned from this lesson that suppliers often take inadequate care of shipments if they are not properly labelled. By cleverly labelling your consignment, you can reduce transport losses because when consignments are properly labelled, suppliers take more care of them, which can significantly reduce the amount of loss due to damage to consignments.",6,5,5,6,6,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|v.n1|a.n1|p.n1|u.n1,Q142|Q144|att|i.n2|u.n2|a.n2|p.n2|v.n2,,
4/3/2024 11:25,4/3/2024 11:27,0,100,126,1,4/3/2024 11:27,,,,,anonymous,EN,1,109,2,2,2,2,2,It provided very little insight for me,2,2,2,2,2,2,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|u.n1|i.n1|a.n1|v.n1,Q142|Q144|a.n2|i.n2|v.n2|u.n2|att|p.n2,,
4/3/2024 11:25,4/3/2024 11:27,0,100,120,1,4/3/2024 11:27,,,,,anonymous,EN,1,110,4,4,5,5,4,print a television on the package if you don't want it to be damaged in transit,4,4,5,4,5,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|a.n1|i.n1|v.n1|p.n1,Q142|Q144|att|a.n2|u.n2|p.n2|i.n2|v.n2,,
4/3/2024 11:25,4/3/2024 11:27,0,100,111,1,4/3/2024 11:27,,,,,anonymous,EN,1,111,,,,,,Products are rather delicate and companies should treat every package as valuable to help ensure safe arrival to the customer.,,,,,,,3,2,2,3,4,3,1,2,2,3,4,FL_53,,,Q151|Q152|a.g1|u.g1|v.g1|i.g1|p.g1,Q175|Q177|a.g2|att|u.g2|v.g2|i.g2|p.g2
4/3/2024 11:23,4/3/2024 11:27,0,100,278,1,4/3/2024 11:27,,,,,anonymous,EN,1,112,6,6,7,7,6,"To avoid further damage to their product they found that if they put an image of a tv, the individuals transporting the product would be inclined to be more careful as oppose to sending the product in regular packaging.",6,6,5,6,5,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|p.n1|v.n1|i.n1|a.n1,Q142|Q144|att|u.n2|a.n2|p.n2|i.n2|v.n2,,
4/3/2024 11:25,4/3/2024 11:27,0,100,117,1,4/3/2024 11:27,,,,,anonymous,EN,1,113,5,5,5,5,5,By disguising the contents of a package it may be handled differently by the shippers,5,5,5,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|v.n1|a.n1|i.n1|u.n1,Q142|Q144|p.n2|u.n2|att|a.n2|i.n2|v.n2,,
4/3/2024 11:25,4/3/2024 11:27,0,100,159,1,4/3/2024 11:27,,,,,anonymous,EN,1,114,,,,,,The lesson was ambiguous and raised more questions than it answered ,,,,,,,2,2,2,2,1,2,1,1,1,1,4,FL_53,,,Q151|Q152|i.g1|u.g1|p.g1|a.g1|v.g1,Q175|Q177|p.g2|u.g2|v.g2|att|i.g2|a.g2
4/3/2024 11:25,4/3/2024 11:27,0,100,131,1,4/3/2024 11:27,,,,,anonymous,EN,1,115,,,,,,"Well, that companies may make the package of their products look a lot more fragile and therefore the person handling the deliver will be extra careful to not break it, because they don't really know what's inside and how fragile that really is.",,,,,,,1,4,4,4,2,2,4,4,2,2,4,FL_53,,,Q151|Q152|u.g1|v.g1|p.g1|i.g1|a.g1,Q175|Q177|u.g2|v.g2|i.g2|a.g2|att|p.g2
4/3/2024 11:24,4/3/2024 11:28,0,100,211,1,4/3/2024 11:28,,,,,anonymous,EN,1,116,5,5,5,5,5,Sometimes it’s good to think laterally to come up with an unusual solution. Simple yet novel ideas can provide a surprising solution. ,5,5,5,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|v.n1|u.n1|a.n1|i.n1,Q142|Q144|p.n2|att|v.n2|a.n2|u.n2|i.n2,,
4/3/2024 11:22,4/3/2024 11:28,0,100,351,1,4/3/2024 11:28,,,,,anonymous,EN,1,117,7,7,7,7,7,I learnt that you do not always have to go with what everybody uses or expects from you but that you have to think outside the box and consider many different options.,7,7,7,7,7,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|u.n1|i.n1|a.n1|v.n1,Q142|Q144|p.n2|att|u.n2|v.n2|i.n2|a.n2,,
4/3/2024 11:24,4/3/2024 11:28,0,100,205,1,4/3/2024 11:28,,,,,anonymous,EN,1,118,,,,,,when posting a package if you package it in a way to make the item look fragile it can reduce damage when shipping.,,,,,,,3,4,3,3,3,3,2,2,3,4,4,FL_53,,,Q151|Q152|p.g1|i.g1|a.g1|v.g1|u.g1,Q175|Q177|u.g2|v.g2|i.g2|a.g2|att|p.g2
4/3/2024 11:25,4/3/2024 11:28,0,100,147,1,4/3/2024 11:28,,,,,anonymous,EN,1,119,3,3,5,4,3,"I learned that the way we communicate a message can have a great impact on people's actions. If we make them think carefully and illustrated why they should act carefully, we are likely to achieve a better outcome together. I learned to think about problems from a different perspective.",4,3,3,3,4,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|p.n1|u.n1|v.n1|a.n1,Q142|Q144|v.n2|p.n2|u.n2|a.n2|i.n2|att,,
4/3/2024 11:24,4/3/2024 11:28,0,100,200,1,4/3/2024 11:28,,,,,anonymous,EN,1,120,5,5,6,6,5,I learned the importance of lateral thinking when solving a problem. It was an unusual and cheap solution that was very simple but worked well.,5,5,6,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|u.n1|a.n1|v.n1|i.n1,Q142|Q144|a.n2|p.n2|i.n2|u.n2|v.n2|att,,
4/3/2024 11:25,4/3/2024 11:28,0,100,146,1,4/3/2024 11:28,,,,,anonymous,EN,1,121,5,6,6,5,6,Interesting perspective and will think out of the box for any situation such as this. ,5,5,6,6,6,4,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|i.n1|p.n1|u.n1|v.n1,Q142|Q144|a.n2|i.n2|u.n2|v.n2|p.n2|att,,
4/3/2024 11:24,4/3/2024 11:28,0,100,216,1,4/3/2024 11:28,,,,,anonymous,EN,1,122,4,5,5,5,5,"The idea is pretty clever and highlight how we visually are influenced/conditioned by things we see. the perception of something, in this case, fragile will make us act and behave accordingly.",5,5,5,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|u.n1|i.n1|a.n1|v.n1,Q142|Q144|p.n2|u.n2|a.n2|att|v.n2|i.n2,,
4/3/2024 11:19,4/3/2024 11:28,0,100,517,1,4/3/2024 11:28,,,,,anonymous,EN,1,123,6,6,7,4,5,"The information is that people in charge of shipping are not careful with most packages, unless they are things easily damaged like TVs. I personally can't use this information because I don't ship fragile things,but maybe in the future this information may be useful to me.",5,6,6,4,4,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|a.n1|i.n1|v.n1|u.n1,Q142|Q144|v.n2|u.n2|a.n2|p.n2|i.n2|att,,
4/3/2024 11:24,4/3/2024 11:28,0,100,255,1,4/3/2024 11:28,,,,,anonymous,EN,1,124,7,7,7,7,7,"I learnt that to get the best service, you need to check whether your product means something and is respected by the courier to ensure it is treated well. A white lie can improve so much.",7,7,7,7,7,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|i.n1|u.n1|a.n1|v.n1,Q142|Q144|i.n2|u.n2|p.n2|att|v.n2|a.n2,,
4/3/2024 11:24,4/3/2024 11:28,0,100,218,1,4/3/2024 11:28,,,,,anonymous,EN,1,125,,,,,,I have learnt that there are companies who package their products to superficially look like fragile product packaging and this helps them avoid shipping damages.,,,,,,,2,2,3,3,2,1,2,3,2,2,4,FL_53,,,Q151|Q152|p.g1|v.g1|i.g1|a.g1|u.g1,Q175|Q177|p.g2|u.g2|att|v.g2|i.g2|a.g2
4/3/2024 11:24,4/3/2024 11:28,0,100,235,1,4/3/2024 11:28,,,,,anonymous,EN,1,126,6,6,6,6,6,A company that makes electric bikes we’re finding a lot of their products were arriving tat customers damaged. They found that by putting a tv image on the box that fewer products were arriving damaged as no one wants to damage a new tv.,6,6,6,6,6,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|p.n1|a.n1|u.n1|v.n1,Q142|Q144|v.n2|a.n2|p.n2|i.n2|u.n2|att,,
4/3/2024 11:24,4/3/2024 11:28,0,100,226,1,4/3/2024 11:28,,,,,anonymous,EN,1,127,5,5,6,6,6,The didn't want their bicycle damaged they would pretend that they're transporting tv so the shipping company would be more careful,6,5,6,5,6,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|v.n1|u.n1|a.n1|i.n1,Q142|Q144|att|v.n2|u.n2|p.n2|a.n2|i.n2,,
4/3/2024 11:25,4/3/2024 11:28,0,100,198,1,4/3/2024 11:28,,,,,anonymous,EN,1,128,,,,,,I don’t think I learned anything that I could use I the future. Why would a company change their packaging to look like something different was packaged. ,,,,,,,1,1,1,2,1,1,1,1,1,1,4,FL_53,,,Q151|Q152|u.g1|v.g1|a.g1|p.g1|i.g1,Q175|Q177|a.g2|p.g2|v.g2|att|u.g2|i.g2
4/3/2024 11:24,4/3/2024 11:28,0,100,245,1,4/3/2024 11:28,,,,,anonymous,EN,1,129,3,3,3,3,3,I learned that sometimes it can be useful to think about how others around you see things and to understand their way of thinking so that you can adjust what you do to get the best results for what you want.,3,3,3,3,3,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|p.n1|a.n1|u.n1,Q142|Q144|u.n2|p.n2|a.n2|att|v.n2|i.n2,,
4/3/2024 11:24,4/3/2024 11:28,0,100,238,1,4/3/2024 11:28,,,,,anonymous,EN,1,130,3,2,4,4,2,"That if you’re a business owner faced with some complex issue, you can manipulate the situation and use that to your advantage ( legally). ",2,4,4,2,2,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|i.n1|a.n1|p.n1|v.n1,Q142|Q144|a.n2|v.n2|p.n2|i.n2|u.n2|att,,
4/3/2024 11:25,4/3/2024 11:28,0,100,179,1,4/3/2024 11:28,,,,,anonymous,EN,1,131,,,,,,"Companies, which produce products that are not necessarily fragile, package their products in the same manner as generally fragile products, to reduce potential damage in transport, assuming that people working in transport will pay more care to them.",,,,,,,4,3,5,3,3,4,4,5,3,3,4,FL_53,,,Q151|Q152|v.g1|a.g1|u.g1|i.g1|p.g1,Q175|Q177|v.g2|att|i.g2|u.g2|a.g2|p.g2
4/3/2024 11:25,4/3/2024 11:28,0,100,205,1,4/3/2024 11:28,,,,,anonymous,EN,1,132,,,,,,I always come across online purchases with packaging like this. I think this’ll help to make packages more cared for by the delivery company.,,,,,,,5,4,7,3,3,5,5,2,7,3,4,FL_53,,,Q151|Q152|a.g1|u.g1|v.g1|p.g1|i.g1,Q175|Q177|i.g2|att|a.g2|v.g2|p.g2|u.g2
4/3/2024 11:25,4/3/2024 11:29,0,100,197,1,4/3/2024 11:29,,,,,anonymous,EN,1,133,,,,,,"I learned that packaging products so that externally, they imitate fragile goods, will lead to less transit damage for those goods.",,,,,,,4,3,3,5,5,5,3,3,5,5,4,FL_53,,,Q151|Q152|i.g1|v.g1|p.g1|a.g1|u.g1,Q175|Q177|v.g2|a.g2|u.g2|p.g2|att|i.g2
4/3/2024 11:25,4/3/2024 11:29,0,100,189,1,4/3/2024 11:29,,,,,anonymous,EN,1,134,6,5,5,5,5,people respect more integral electronic version than other,5,5,5,5,4,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|a.n1|v.n1|u.n1|i.n1,Q142|Q144|i.n2|a.n2|p.n2|att|v.n2|u.n2,,
4/3/2024 11:25,4/3/2024 11:29,0,100,187,1,4/3/2024 11:29,,,,,anonymous,EN,1,135,6,6,6,6,5,"That people treated the package differently as they thought it was fragile, so treated it with a greater degree of care. It shows how you can change people’s perception of the same item and get them to treat it in a different way just through what they believe it is",6,6,5,6,5,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|v.n1|a.n1|i.n1|p.n1,Q142|Q144|p.n2|v.n2|i.n2|att|u.n2|a.n2,,
4/3/2024 11:24,4/3/2024 11:29,0,100,274,1,4/3/2024 11:29,,,,,anonymous,EN,1,136,,,,,,"That the packagings methods can be exploited to ensure a safer shipping despite the object shipped might not reflect the characteristics of a fragile item. Many times shippings are handed roughly by the carriers, and if being labelled as a fragile object helps ensure a more thorough handling then it is a method worth pursuing.",,,,,,,5,4,6,5,6,5,4,6,5,6,4,FL_53,,,Q151|Q152|p.g1|u.g1|a.g1|i.g1|v.g1,Q175|Q177|p.g2|i.g2|att|u.g2|a.g2|v.g2
4/3/2024 11:25,4/3/2024 11:29,0,100,213,1,4/3/2024 11:29,,,,,anonymous,EN,1,137,6,6,5,6,6,"I learned that people are more careful with flatscreens than with bicycle, sometimes we have to deceive people to get things done properly ",6,6,6,6,6,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|p.n1|u.n1|a.n1,Q142|Q144|att|u.n2|i.n2|a.n2|v.n2|p.n2,,
4/3/2024 11:25,4/3/2024 11:29,0,100,252,1,4/3/2024 11:29,,,,,anonymous,EN,1,138,,,,,,"I learnt that it is better for companies to pack their own products so that they can label fragile products and minimise damages, which saves money. ",,,,,,,4,4,4,4,6,5,5,5,6,6,4,FL_53,,,Q151|Q152|p.g1|u.g1|v.g1|i.g1|a.g1,Q175|Q177|a.g2|u.g2|p.g2|v.g2|att|i.g2
4/3/2024 11:20,4/3/2024 11:29,0,100,533,1,4/3/2024 11:29,,,,,anonymous,EN,1,139,5,5,6,5,5,"I was very impressed by the way the bicycle manufacturers solved their very real problem, by using their knowledge of how human delivery people, like all people, think and act. The bicycle manufacturers realized that instead of plastering 'fragile' all over their packaging, they had to adapt to how people perceive fragility. A TV is perceived as fragile while a bicycle is not. But if you disguise a bicycle as a TV, people will handle it as if it were a TV -- with care and attention.",5,5,6,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|u.n1|a.n1|p.n1,Q142|Q144|v.n2|u.n2|i.n2|att|a.n2|p.n2,,
4/3/2024 11:25,4/3/2024 11:29,0,100,221,1,4/3/2024 11:29,,,,,anonymous,EN,1,140,5,4,5,2,2,sometimes you have to think outside the box to achieve success,2,5,5,2,2,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|a.n1|u.n1|p.n1,Q142|Q144|i.n2|att|v.n2|p.n2|u.n2|a.n2,,
4/3/2024 11:13,4/3/2024 11:29,0,100,974,1,4/3/2024 11:29,,,,,anonymous,EN,1,141,,,,,,Realizing that packaging products to resemble more delicate items can decrease shipping damages and cost it's a practical notion. This insight holds importance for both entrepreneurs who are gonna reshapes their understanding of packaging from mere aesthetics to a strategic tool and for discerning consumers on a construal level.,,,,,,,5,6,7,4,6,6,6,7,6,4,4,FL_53,,,Q151|Q152|a.g1|i.g1|u.g1|v.g1|p.g1,Q175|Q177|v.g2|i.g2|att|u.g2|p.g2|a.g2
4/3/2024 11:25,4/3/2024 11:29,0,100,226,1,4/3/2024 11:29,,,,,anonymous,EN,1,142,3,3,3,3,3,"A company selling high end bicycles suffered for a high damage rate, after changing the sign as television, the situation become better",4,4,4,4,5,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|i.n1|a.n1|p.n1|v.n1,Q142|Q144|i.n2|a.n2|att|p.n2|v.n2|u.n2,,
4/3/2024 11:25,4/3/2024 11:29,0,100,239,1,4/3/2024 11:29,,,,,anonymous,EN,1,143,,,,,,I learned that companies make the boxes for their products shaped to resemble other fragile items to decrease the likelihood of damages while transporting. In a way this thought me about the human mind and being more careful with something that looks fragile even if it isn't as it seems,,,,,,,2,5,5,2,3,2,5,2,2,2,4,FL_53,,,Q151|Q152|a.g1|p.g1|v.g1|u.g1|i.g1,Q175|Q177|a.g2|v.g2|i.g2|u.g2|att|p.g2
4/3/2024 11:24,4/3/2024 11:29,0,100,305,1,4/3/2024 11:29,,,,,anonymous,EN,1,144,5,5,3,3,4,sometimes people just have some weird ideas but it can work,5,5,6,5,4,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|u.n1|a.n1|i.n1|v.n1,Q142|Q144|p.n2|u.n2|a.n2|v.n2|i.n2|att,,
4/3/2024 11:24,4/3/2024 11:29,0,100,295,1,4/3/2024 11:29,,,,,anonymous,EN,1,145,,,,,,"Making products appear more fragile due to packaging methods may potentially be handled more carefully by shippers. This is somewhat helpful to know, though most goods I package end up being sold in person. However, it does make a great deal of sense and I shall bear it in mind next time I must ship something elsewhere. ",,,,,,,5,4,5,5,5,5,4,5,5,5,4,FL_53,,,Q151|Q152|p.g1|a.g1|v.g1|i.g1|u.g1,Q175|Q177|p.g2|a.g2|u.g2|v.g2|i.g2|att
4/3/2024 11:25,4/3/2024 11:29,0,100,252,1,4/3/2024 11:29,,,,,anonymous,EN,1,146,,,,,,I learned that the way packages are shaped affects the costs and protection in relation to the fragility of its content,,,,,,,4,3,4,2,2,3,3,3,3,2,4,FL_53,,,Q151|Q152|i.g1|v.g1|p.g1|u.g1|a.g1,Q175|Q177|p.g2|u.g2|att|v.g2|i.g2|a.g2
4/3/2024 11:25,4/3/2024 11:30,0,100,257,1,4/3/2024 11:30,,,,,anonymous,EN,1,147,,,,,,"What I've learned from the information provided in the lesson, is that if you package your product in a way that makes it look fragile, it will be handled with the thought of being careful when it is being transported. ",,,,,,,6,5,6,5,6,6,5,6,5,6,4,FL_53,,,Q151|Q152|i.g1|u.g1|p.g1|a.g1|v.g1,Q175|Q177|u.g2|a.g2|p.g2|v.g2|i.g2|att
4/3/2024 11:25,4/3/2024 11:30,0,100,276,1,4/3/2024 11:30,,,,,anonymous,EN,1,148,,,,,,That people are more likely to take care of packages that are labled as fragile when they are packaged for shipping by companies.,,,,,,,5,6,5,4,4,5,6,6,5,4,4,FL_53,,,Q151|Q152|v.g1|a.g1|p.g1|u.g1|i.g1,Q175|Q177|a.g2|v.g2|u.g2|i.g2|p.g2|att
4/3/2024 11:25,4/3/2024 11:30,0,100,261,1,4/3/2024 11:30,,,,,anonymous,EN,1,149,5,3,5,5,6,"The dutch company realized that by changing the perception that the packed product was more fragile than it really was, in a simple and widely recognized way like a flat TV screen, the handlers would be extra careful with it.",5,3,6,5,5,5,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|a.n1|v.n1|i.n1|p.n1,Q142|Q144|v.n2|i.n2|a.n2|att|u.n2|p.n2,,
4/3/2024 11:25,4/3/2024 11:30,0,100,308,1,4/3/2024 11:30,,,,,anonymous,EN,1,150,,,,,,"If you give the impression that a package is more delicate than it actually is, then the delivery people are more likely to take more care during handling.",,,,,,,5,6,5,6,6,6,6,5,6,6,4,FL_53,,,Q151|Q152|i.g1|u.g1|p.g1|v.g1|a.g1,Q175|Q177|p.g2|v.g2|i.g2|att|a.g2|u.g2
4/3/2024 11:25,4/3/2024 11:30,0,100,265,1,4/3/2024 11:30,,,,,anonymous,EN,1,151,4,2,5,4,4,I learned that shipping companies generally treat packages badly  and that just by changing the boxes graphics can make the shipping companies treat the packages carefully avoiding damages,4,2,3,2,2,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|a.n1|u.n1|p.n1|v.n1,Q142|Q144|v.n2|i.n2|att|p.n2|a.n2|u.n2,,
4/3/2024 11:25,4/3/2024 11:30,0,100,295,1,4/3/2024 11:30,,,,,anonymous,EN,1,152,,,,,,I learnt that if packages are packaged as fragile there will be less damaged during shipping.,,,,,,,6,6,7,6,7,6,6,6,6,7,4,FL_53,,,Q151|Q152|a.g1|i.g1|v.g1|u.g1|p.g1,Q175|Q177|i.g2|a.g2|p.g2|att|u.g2|v.g2
4/3/2024 11:21,4/3/2024 11:30,0,100,544,1,4/3/2024 11:30,,,,,anonymous,EN,1,153,,,,,,"businesses that packeged their products in a superficially way, to say that their products are fragile. The products are likely not to get damaged.",,,,,,,7,6,7,7,7,7,7,6,7,7,4,FL_53,,,Q151|Q152|a.g1|u.g1|i.g1|v.g1|p.g1,Q175|Q177|p.g2|u.g2|a.g2|v.g2|i.g2|att
4/3/2024 11:25,4/3/2024 11:30,0,100,281,1,4/3/2024 11:30,,,,,anonymous,EN,1,154,5,5,6,4,4,"I've learned that people tend to treat certain products better than others because they are more fragile and/or think they are more valuable than others. Even though the bike might be more expensive people think it might not be as expensive as a TV or as durable as one, an so do not handle it as carefully. In general, people will handle things they think more valuable with more care.",5,5,6,5,4,4,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|p.n1|i.n1|u.n1|v.n1,Q142|Q144|att|u.n2|p.n2|i.n2|v.n2|a.n2,,
