StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consent,pid,id,v.n1,p.n1,i.n1,u.n1,a.n1,q,v.n2,p.n2,i.n2,u.n2,a.n2,att,v.g1,p.g1,i.g1,u.g1,a.g1,v.g2,p.g2,i.g2,u.g2,a.g2,att,FL_14_DO,casefirstrate_DO,casefirstrerate_DO,messagefirstrate_DO,messagefirstrerate_DO
4/3/2024 11:24,4/3/2024 11:28,0,100,218,1,4/3/2024 11:28,,,,,anonymous,EN,1,616db3054d5dc7b7f09dc16b,614dbfd84002a61c075c791c,,,,,,I have learnt that there are companies who package their products to superficially look like fragile product packaging and this helps them avoid shipping damages.,,,,,,,2,2,3,3,2,1,2,3,2,2,4,FL_53,,,Q151|Q152|p.g1|v.g1|i.g1|a.g1|u.g1,Q175|Q177|p.g2|u.g2|att|v.g2|i.g2|a.g2
4/3/2024 11:24,4/3/2024 11:28,0,100,235,1,4/3/2024 11:28,,,,,anonymous,EN,1,64e4c8655b1e8cfa50c8796c,5b6f5150410d9d0001a551e4,6,6,6,6,6,A company that makes electric bikes we’re finding a lot of their products were arriving tat customers damaged. They found that by putting a tv image on the box that fewer products were arriving damaged as no one wants to damage a new tv.,6,6,6,6,6,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|p.n1|a.n1|u.n1|v.n1,Q142|Q144|v.n2|a.n2|p.n2|i.n2|u.n2|att,,
4/3/2024 11:24,4/3/2024 11:28,0,100,226,1,4/3/2024 11:28,,,,,anonymous,EN,1,612cdaa2042b4d9b9fb16acd,613a9492023e2c60404e3881,5,5,6,6,6,The didn't want their bicycle damaged they would pretend that they're transporting tv so the shipping company would be more careful,6,5,6,5,6,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|v.n1|u.n1|a.n1|i.n1,Q142|Q144|att|v.n2|u.n2|p.n2|a.n2|i.n2,,
4/3/2024 11:25,4/3/2024 11:28,0,100,198,1,4/3/2024 11:28,,,,,anonymous,EN,1,611e03bb857f9b66b38095f1,5c5371f0560b120001fc2c85,,,,,,I don’t think I learned anything that I could use I the future. Why would a company change their packaging to look like something different was packaged. ,,,,,,,1,1,1,2,1,1,1,1,1,1,4,FL_53,,,Q151|Q152|u.g1|v.g1|a.g1|p.g1|i.g1,Q175|Q177|a.g2|p.g2|v.g2|att|u.g2|i.g2
4/3/2024 11:24,4/3/2024 11:28,0,100,245,1,4/3/2024 11:28,,,,,anonymous,EN,1,5f31ef83efc0c913389d6554,655e1aa49147f47812cacb0c,3,3,3,3,3,I learned that sometimes it can be useful to think about how others around you see things and to understand their way of thinking so that you can adjust what you do to get the best results for what you want.,3,3,3,3,3,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|p.n1|a.n1|u.n1,Q142|Q144|u.n2|p.n2|a.n2|att|v.n2|i.n2,,
4/3/2024 11:24,4/3/2024 11:28,0,100,238,1,4/3/2024 11:28,,,,,anonymous,EN,1,5b27b81293707800011eabdd,60ee0a655b232159b7abcbbd,3,2,4,4,2,"That if you’re a business owner faced with some complex issue, you can manipulate the situation and use that to your advantage ( legally). ",2,4,4,2,2,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|i.n1|a.n1|p.n1|v.n1,Q142|Q144|a.n2|v.n2|p.n2|i.n2|u.n2|att,,
4/3/2024 11:25,4/3/2024 11:28,0,100,179,1,4/3/2024 11:28,,,,,anonymous,EN,1,65e725be2e3477dbca821c3f,6597f0d6719439ae4cee949f,,,,,,"Companies, which produce products that are not necessarily fragile, package their products in the same manner as generally fragile products, to reduce potential damage in transport, assuming that people working in transport will pay more care to them.",,,,,,,4,3,5,3,3,4,4,5,3,3,4,FL_53,,,Q151|Q152|v.g1|a.g1|u.g1|i.g1|p.g1,Q175|Q177|v.g2|att|i.g2|u.g2|a.g2|p.g2
4/3/2024 11:25,4/3/2024 11:28,0,100,205,1,4/3/2024 11:28,,,,,anonymous,EN,1,60f7c71d1cffec381351b0b3,58ededd652ac63000154a4e6,,,,,,I always come across online purchases with packaging like this. I think this’ll help to make packages more cared for by the delivery company.,,,,,,,5,4,7,3,3,5,5,2,7,3,4,FL_53,,,Q151|Q152|a.g1|u.g1|v.g1|p.g1|i.g1,Q175|Q177|i.g2|att|a.g2|v.g2|p.g2|u.g2
4/3/2024 11:25,4/3/2024 11:29,0,100,197,1,4/3/2024 11:29,,,,,anonymous,EN,1,611ed4b6caa11ff93d5ca341,5702c03e68c641000e0d754d,,,,,,"I learned that packaging products so that externally, they imitate fragile goods, will lead to less transit damage for those goods.",,,,,,,4,3,3,5,5,5,3,3,5,5,4,FL_53,,,Q151|Q152|i.g1|v.g1|p.g1|a.g1|u.g1,Q175|Q177|v.g2|a.g2|u.g2|p.g2|att|i.g2
4/3/2024 11:25,4/3/2024 11:29,0,100,189,1,4/3/2024 11:29,,,,,anonymous,EN,1,5f8af153e27f001bcc23ffc4,5c5dcac26ad0f00001cc1501,6,5,5,5,5,people respect more integral electronic version than other,5,5,5,5,4,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|a.n1|v.n1|u.n1|i.n1,Q142|Q144|i.n2|a.n2|p.n2|att|v.n2|u.n2,,
4/3/2024 11:25,4/3/2024 11:29,0,100,187,1,4/3/2024 11:29,,,,,anonymous,EN,1,5c50a6869963920001a8bfb3,5dc2d4377624401eb1894bcd,6,6,6,6,5,"That people treated the package differently as they thought it was fragile, so treated it with a greater degree of care. It shows how you can change people’s perception of the same item and get them to treat it in a different way just through what they believe it is",6,6,5,6,5,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|v.n1|a.n1|i.n1|p.n1,Q142|Q144|p.n2|v.n2|i.n2|att|u.n2|a.n2,,
4/3/2024 11:24,4/3/2024 11:29,0,100,274,1,4/3/2024 11:29,,,,,anonymous,EN,1,613a9492023e2c60404e3881,5db9e0044a8eb40431d5e782,,,,,,"That the packagings methods can be exploited to ensure a safer shipping despite the object shipped might not reflect the characteristics of a fragile item. Many times shippings are handed roughly by the carriers, and if being labelled as a fragile object helps ensure a more thorough handling then it is a method worth pursuing.",,,,,,,5,4,6,5,6,5,4,6,5,6,4,FL_53,,,Q151|Q152|p.g1|u.g1|a.g1|i.g1|v.g1,Q175|Q177|p.g2|i.g2|att|u.g2|a.g2|v.g2
4/3/2024 11:25,4/3/2024 11:29,0,100,213,1,4/3/2024 11:29,,,,,anonymous,EN,1,5c5371f0560b120001fc2c85,6155f68ab83f21ebddde2745,6,6,5,6,6,"I learned that people are more careful with flatscreens than with bicycle, sometimes we have to deceive people to get things done properly ",6,6,6,6,6,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|p.n1|u.n1|a.n1,Q142|Q144|att|u.n2|i.n2|a.n2|v.n2|p.n2,,
4/3/2024 11:25,4/3/2024 11:29,0,100,252,1,4/3/2024 11:29,,,,,anonymous,EN,1,614dbfd84002a61c075c791c,65e725be2e3477dbca821c3f,,,,,,"I learnt that it is better for companies to pack their own products so that they can label fragile products and minimise damages, which saves money. ",,,,,,,4,4,4,4,6,5,5,5,6,6,4,FL_53,,,Q151|Q152|p.g1|u.g1|v.g1|i.g1|a.g1,Q175|Q177|a.g2|u.g2|p.g2|v.g2|att|i.g2
4/3/2024 11:20,4/3/2024 11:29,0,100,533,1,4/3/2024 11:29,,,,,anonymous,EN,1,5dee645209c10750958a0ed2,60c0c4333e49151d768bb35b,5,5,6,5,5,"I was very impressed by the way the bicycle manufacturers solved their very real problem, by using their knowledge of how human delivery people, like all people, think and act. The bicycle manufacturers realized that instead of plastering 'fragile' all over their packaging, they had to adapt to how people perceive fragility. A TV is perceived as fragile while a bicycle is not. But if you disguise a bicycle as a TV, people will handle it as if it were a TV -- with care and attention.",5,5,6,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|u.n1|a.n1|p.n1,Q142|Q144|v.n2|u.n2|i.n2|att|a.n2|p.n2,,
4/3/2024 11:25,4/3/2024 11:29,0,100,221,1,4/3/2024 11:29,,,,,anonymous,EN,1,5f8dec421f06451776393dc4,5ead9a633f746206ca11ebd3,5,4,5,2,2,sometimes you have to think outside the box to achieve success,2,5,5,2,2,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|a.n1|u.n1|p.n1,Q142|Q144|i.n2|att|v.n2|p.n2|u.n2|a.n2,,
4/3/2024 11:13,4/3/2024 11:29,0,100,974,1,4/3/2024 11:29,,,,,anonymous,EN,1,605ce029102320a2825111ef,5efcacbe682c4c0873b3b7e5,,,,,,Realizing that packaging products to resemble more delicate items can decrease shipping damages and cost it's a practical notion. This insight holds importance for both entrepreneurs who are gonna reshapes their understanding of packaging from mere aesthetics to a strategic tool and for discerning consumers on a construal level.,,,,,,,5,6,7,4,6,6,6,7,6,4,4,FL_53,,,Q151|Q152|a.g1|i.g1|u.g1|v.g1|p.g1,Q175|Q177|v.g2|i.g2|att|u.g2|p.g2|a.g2
4/3/2024 11:25,4/3/2024 11:29,0,100,226,1,4/3/2024 11:29,,,,,anonymous,EN,1,5bd4547f979dd2000139f98e,656cb3a368b29fde6f42297d,3,3,3,3,3,"A company selling high end bicycles suffered for a high damage rate, after changing the sign as television, the situation become better",4,4,4,4,5,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|i.n1|a.n1|p.n1|v.n1,Q142|Q144|i.n2|a.n2|att|p.n2|v.n2|u.n2,,
4/3/2024 11:25,4/3/2024 11:29,0,100,239,1,4/3/2024 11:29,,,,,anonymous,EN,1,646dc9848e53ff1705d8c9c5,62c4371b086b25a79c7d4ef2,,,,,,I learned that companies make the boxes for their products shaped to resemble other fragile items to decrease the likelihood of damages while transporting. In a way this thought me about the human mind and being more careful with something that looks fragile even if it isn't as it seems,,,,,,,2,5,5,2,3,2,5,2,2,2,4,FL_53,,,Q151|Q152|a.g1|p.g1|v.g1|u.g1|i.g1,Q175|Q177|a.g2|v.g2|i.g2|u.g2|att|p.g2
4/3/2024 11:24,4/3/2024 11:29,0,100,305,1,4/3/2024 11:29,,,,,anonymous,EN,1,64f5fd529d6822cd5533b61f,5fc1f113740d622047c7bdce,5,5,3,3,4,sometimes people just have some weird ideas but it can work,5,5,6,5,4,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|u.n1|a.n1|i.n1|v.n1,Q142|Q144|p.n2|u.n2|a.n2|v.n2|i.n2|att,,
4/3/2024 11:24,4/3/2024 11:29,0,100,295,1,4/3/2024 11:29,,,,,anonymous,EN,1,61478baa240b2c81fbad9f5b,646dc9848e53ff1705d8c9c5,,,,,,"Making products appear more fragile due to packaging methods may potentially be handled more carefully by shippers. This is somewhat helpful to know, though most goods I package end up being sold in person. However, it does make a great deal of sense and I shall bear it in mind next time I must ship something elsewhere. ",,,,,,,5,4,5,5,5,5,4,5,5,5,4,FL_53,,,Q151|Q152|p.g1|a.g1|v.g1|i.g1|u.g1,Q175|Q177|p.g2|a.g2|u.g2|v.g2|i.g2|att
4/3/2024 11:25,4/3/2024 11:29,0,100,252,1,4/3/2024 11:29,,,,,anonymous,EN,1,5fb04d7b18107a403a5e77c8,5d67b6d92b7448000173d95a,,,,,,I learned that the way packages are shaped affects the costs and protection in relation to the fragility of its content,,,,,,,4,3,4,2,2,3,3,3,3,2,4,FL_53,,,Q151|Q152|i.g1|v.g1|p.g1|u.g1|a.g1,Q175|Q177|p.g2|u.g2|att|v.g2|i.g2|a.g2
4/3/2024 11:25,4/3/2024 11:30,0,100,257,1,4/3/2024 11:30,,,,,anonymous,EN,1,612c95f4a142b9dc63cc45a0,6166e8f5ac6f9f2f58f5744c,,,,,,"What I've learned from the information provided in the lesson, is that if you package your product in a way that makes it look fragile, it will be handled with the thought of being careful when it is being transported. ",,,,,,,6,5,6,5,6,6,5,6,5,6,4,FL_53,,,Q151|Q152|i.g1|u.g1|p.g1|a.g1|v.g1,Q175|Q177|u.g2|a.g2|p.g2|v.g2|i.g2|att
4/3/2024 11:25,4/3/2024 11:30,0,100,276,1,4/3/2024 11:30,,,,,anonymous,EN,1,65895cc810c582df1d708a65,6151a21b24b1ef1bc130b97d,,,,,,That people are more likely to take care of packages that are labled as fragile when they are packaged for shipping by companies.,,,,,,,5,6,5,4,4,5,6,6,5,4,4,FL_53,,,Q151|Q152|v.g1|a.g1|p.g1|u.g1|i.g1,Q175|Q177|a.g2|v.g2|u.g2|i.g2|p.g2|att
4/3/2024 11:25,4/3/2024 11:30,0,100,261,1,4/3/2024 11:30,,,,,anonymous,EN,1,58ededd652ac63000154a4e6,5fdfd04b9bf07d83b2e5f780,5,3,5,5,6,"The dutch company realized that by changing the perception that the packed product was more fragile than it really was, in a simple and widely recognized way like a flat TV screen, the handlers would be extra careful with it.",5,3,6,5,5,5,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|a.n1|v.n1|i.n1|p.n1,Q142|Q144|v.n2|i.n2|a.n2|att|u.n2|p.n2,,
4/3/2024 11:25,4/3/2024 11:30,0,100,308,1,4/3/2024 11:30,,,,,anonymous,EN,1,64428384c2928e0157125891,5fb04d7b18107a403a5e77c8,,,,,,"If you give the impression that a package is more delicate than it actually is, then the delivery people are more likely to take more care during handling.",,,,,,,5,6,5,6,6,6,6,5,6,6,4,FL_53,,,Q151|Q152|i.g1|u.g1|p.g1|v.g1|a.g1,Q175|Q177|p.g2|v.g2|i.g2|att|a.g2|u.g2
4/3/2024 11:25,4/3/2024 11:30,0,100,265,1,4/3/2024 11:30,,,,,anonymous,EN,1,62f188992fd7297065e9c2e4,6560b7cb855f7158b6709217,4,2,5,4,4,I learned that shipping companies generally treat packages badly  and that just by changing the boxes graphics can make the shipping companies treat the packages carefully avoiding damages,4,2,3,2,2,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|a.n1|u.n1|p.n1|v.n1,Q142|Q144|v.n2|i.n2|att|p.n2|a.n2|u.n2,,
4/3/2024 11:25,4/3/2024 11:30,0,100,295,1,4/3/2024 11:30,,,,,anonymous,EN,1,5d17a2c94d7eea00170c3aca,5f31ef83efc0c913389d6554,,,,,,I learnt that if packages are packaged as fragile there will be less damaged during shipping.,,,,,,,6,6,7,6,7,6,6,6,6,7,4,FL_53,,,Q151|Q152|a.g1|i.g1|v.g1|u.g1|p.g1,Q175|Q177|i.g2|a.g2|p.g2|att|u.g2|v.g2
4/3/2024 11:21,4/3/2024 11:30,0,100,544,1,4/3/2024 11:30,,,,,anonymous,EN,1,65a146f57434e1feb19e28bd,6099911160f3e9d0d94b18e8,,,,,,"businesses that packeged their products in a superficially way, to say that their products are fragile. The products are likely not to get damaged.",,,,,,,7,6,7,7,7,7,7,6,7,7,4,FL_53,,,Q151|Q152|a.g1|u.g1|i.g1|v.g1|p.g1,Q175|Q177|p.g2|u.g2|a.g2|v.g2|i.g2|att
4/3/2024 11:25,4/3/2024 11:30,0,100,281,1,4/3/2024 11:30,,,,,anonymous,EN,1,58fc6017ee99a700012ce5d8,62d8229a7c40118d96ddcd58,5,5,6,4,4,"I've learned that people tend to treat certain products better than others because they are more fragile and/or think they are more valuable than others. Even though the bike might be more expensive people think it might not be as expensive as a TV or as durable as one, an so do not handle it as carefully. In general, people will handle things they think more valuable with more care.",5,5,6,5,4,4,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|p.n1|i.n1|u.n1|v.n1,Q142|Q144|att|u.n2|p.n2|i.n2|v.n2|a.n2,,
4/3/2024 11:24,4/3/2024 11:30,0,100,373,1,4/3/2024 11:30,,,,,anonymous,EN,1,5f01c3c006587930a898cd88,611f8787bf4fe5ead18821ae,,,,,,"The practical side of this finding is that whenever I need to send something via mail, or am packing my luggage for a flight, I could apply the above and thus have a better chance at reducing damage. The finding is also interesting from a psychological point of view as it illustrates that people who handle cargo allow themselves different levels of roughness when handling based on their perceived sturdiness.",,,,,,,3,3,2,3,3,3,3,3,3,3,4,FL_53,,,Q151|Q152|u.g1|v.g1|p.g1|i.g1|a.g1,Q175|Q177|att|a.g2|p.g2|u.g2|v.g2|i.g2
4/3/2024 11:24,4/3/2024 11:30,0,100,334,1,4/3/2024 11:30,,,,,anonymous,EN,1,5d5ab9dac4866400012bcde2,65895cc810c582df1d708a65,5,4,6,5,5,I got an idea about the business and how to work on it,3,4,4,4,5,5,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|p.n1|a.n1|u.n1,Q142|Q144|u.n2|v.n2|a.n2|i.n2|att|p.n2,,
4/3/2024 11:25,4/3/2024 11:30,0,100,322,1,4/3/2024 11:30,,,,,anonymous,EN,1,6597f0d6719439ae4cee949f,5c50a6869963920001a8bfb3,,,,,,"On the previous page, I was supposed to assess the usefulness of the information I received from the company. This information concerned how the products were packaged. This information was useful for me.",,,,,,,6,6,6,6,6,6,6,6,6,6,6,FL_53,,,Q151|Q152|u.g1|a.g1|p.g1|v.g1|i.g1,Q175|Q177|i.g2|a.g2|v.g2|att|p.g2|u.g2
4/3/2024 11:25,4/3/2024 11:30,0,100,278,1,4/3/2024 11:30,,,,,anonymous,EN,1,6134a727fc1e3f0ee23aab8a,60468b86376d9c0aed1875c5,,,,,,"I learned about the transportation of fragile items, which changed my perception and made me curious",,,,,,,5,4,5,4,3,3,3,5,3,3,4,FL_53,,,Q151|Q152|i.g1|u.g1|v.g1|a.g1|p.g1,Q175|Q177|att|i.g2|p.g2|a.g2|v.g2|u.g2
4/3/2024 11:25,4/3/2024 11:30,0,100,295,1,4/3/2024 11:30,,,,,anonymous,EN,1,5d67b6d92b7448000173d95a,5b914a5f02a76000015c72d4,,,,,, items packaged as fragile are less susceptible to damage,,,,,,,5,4,5,5,6,4,3,4,3,3,4,FL_53,,,Q151|Q152|i.g1|a.g1|u.g1|v.g1|p.g1,Q175|Q177|att|u.g2|v.g2|a.g2|p.g2|i.g2
4/3/2024 11:25,4/3/2024 11:30,0,100,293,1,4/3/2024 11:30,,,,,anonymous,EN,1,6151a21b24b1ef1bc130b97d,5fc9b1252395584af6debd51,6,5,6,6,6,"I learned that to obtain results you do not always have to use traditional methods, since a creative approach allows you to obtain better results, even if it is technically a trick by making it seem like you are transporting televisions instead of bicycles",6,6,6,6,7,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|v.n1|a.n1|u.n1|p.n1,Q142|Q144|a.n2|i.n2|v.n2|p.n2|att|u.n2,,
4/3/2024 11:24,4/3/2024 11:30,0,100,368,1,4/3/2024 11:30,,,,,anonymous,EN,1,5f4fd934173ba70fb2c4bb28,5dee645209c10750958a0ed2,6,6,5,5,6,An employee fixed a shipping problem by making shipping companies believe they were handling fragile expenisve merchandise. It saved a whole lot of moeny to the company with a simple cheap solution,6,5,5,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|v.n1|a.n1|i.n1|u.n1,Q142|Q144|p.n2|a.n2|att|v.n2|u.n2|i.n2,,
4/3/2024 11:25,4/3/2024 11:30,0,100,321,1,4/3/2024 11:31,,,,,anonymous,EN,1,6155f68ab83f21ebddde2745,6145dddfa6fcfd396e1f4f1a,,,,,,"I learned that if companies package their products in the same way that more fragile products are packaged, this can reduce the damage caused to the package and this happens because people are more careful when I am dealing with more fragile things.",,,,,,,5,5,4,3,5,5,5,3,3,5,4,FL_53,,,Q151|Q152|v.g1|p.g1|u.g1|i.g1|a.g1,Q175|Q177|a.g2|u.g2|att|p.g2|v.g2|i.g2
4/3/2024 11:25,4/3/2024 11:31,0,100,301,1,4/3/2024 11:31,,,,,anonymous,EN,1,6145dddfa6fcfd396e1f4f1a,6526ca3a7e8af960de678715,4,3,6,3,4,"The companies bicycles were getting damaged during postage, so they decided to mark the boxes with flat screen television branding and this greatly reduced the amount of items arriving damaged.",4,3,6,3,3,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|a.n1|p.n1|u.n1,Q142|Q144|v.n2|u.n2|i.n2|p.n2|att|a.n2,,
4/3/2024 11:24,4/3/2024 11:31,0,100,373,1,4/3/2024 11:31,,,,,anonymous,EN,1,63d7a79e2606216262545e75,611e03bb857f9b66b38095f1,5,5,6,5,5,"About bikes a problem with damages on bike deliveries, and how and employee came up came up with a solution by making riders believe that they are delivering flat screen television ",7,6,6,5,7,7,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|a.n1|p.n1|u.n1|v.n1,Q142|Q144|i.n2|u.n2|v.n2|att|a.n2|p.n2,,
4/3/2024 11:27,4/3/2024 11:31,0,100,221,1,4/3/2024 11:31,,,,,anonymous,EN,1,5a8367b9190420000155ec2a,65a363d4ce498ce15c32367c,4,4,4,4,5,I learned that the perceptions of people regarding the value of an object really hasn't changed all that much. If someone believes something is brand new and is of high enough value they are going to treat the item with more care. This almost reinforces the idea that people are generally good natured and respectful of property; although my run-in's with Fed-Ex tell me otherwise,4,4,5,4,4,4,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|i.n1|v.n1|p.n1|u.n1,Q142|Q144|att|i.n2|a.n2|u.n2|v.n2|p.n2,,
4/3/2024 11:26,4/3/2024 11:31,0,100,307,1,4/3/2024 11:31,,,,,anonymous,EN,1,65a4c0bc8354b6cf79cc5787,62347ee217c402f4acae35d0,,,,,,I learned that using different packaging methods might reduce damage.,,,,,,,2,2,3,2,2,2,2,3,2,2,4,FL_53,,,Q151|Q152|i.g1|p.g1|a.g1|u.g1|v.g1,Q175|Q177|att|i.g2|p.g2|u.g2|v.g2|a.g2
