"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","id","com.1","com.2","v.vg","p.vg","i.vg","u.vg","a.vg","d.vg","s.vg","g.vg","x.vg","v.vp","p.vp","i.vp","u.vp","a.vp","d.vp","s.vp","g.vp","x.vp","v.vm","p.vm","i.vm","u.vm","a.vm","d.vm","s.vm","g.vm","x.vm","FL_441_DO","Velcrogeneral_DO","Velcroparticular_DO","Velcromessage_DO"
"12/22/2025 8:10","12/22/2025 8:11","0","71.85.246.192","100","66","1","12/22/2025 8:11","R_7PsVmrvkGkqyBa1","","","","","38.2309","-90.3857","anonymous","EN","1",1,"7","1","","","","","","","","","","","","","","","","","","","4","4","3","4","2","2","3","5","4","Velcromessage","","","Q596|v.vm|g.vm|s.vm|p.vm|a.vm|d.vm|u.vm|x.vm|i.vm"
"12/22/2025 8:10","12/22/2025 8:11","0","99.231.16.31","100","85","1","12/22/2025 8:11","R_3s493PfuyjuLch7","","","","","43.709","-79.4057","anonymous","EN","1",2,"7","1","2","2","2","2","3","2","2","2","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|a.vg|g.vg|d.vg|u.vg|p.vg|i.vg|s.vg|v.vg|x.vg","",""
"12/22/2025 8:10","12/22/2025 8:12","0","31.94.68.221","100","84","1","12/22/2025 8:12","R_816dbS1lzrsAMUS","","","","","55.8486","-4.2216","anonymous","EN","1",3,"7","1","","","","","","","","","","3","2","3","2","1","4","2","1","4","","","","","","","","","","Velcroparticular","","Q538|p.vp|a.vp|g.vp|s.vp|d.vp|i.vp|u.vp|x.vp|v.vp",""
"12/22/2025 8:11","12/22/2025 8:12","0","67.80.94.223","100","39","1","12/22/2025 8:12","R_142d9ae6LgSHFh7","","","","","40.8444","-74.5791","anonymous","EN","1",4,"3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:10","12/22/2025 8:12","0","92.22.233.177","100","81","1","12/22/2025 8:12","R_8YlwgGoMUbYQuTW","","","","","54.9536","-1.5743","anonymous","EN","1",5,"7","1","","","","","","","","","","1","1","1","1","1","1","1","1","4","","","","","","","","","","Velcroparticular","","Q538|u.vp|a.vp|x.vp|p.vp|g.vp|d.vp|i.vp|v.vp|s.vp",""
"12/22/2025 8:11","12/22/2025 8:12","0","82.0.153.189","100","55","1","12/22/2025 8:12","R_2tDo4owBtXxZ1em","","","","","50.368","-4.1329","anonymous","EN","1",6,"6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:10","12/22/2025 8:12","0","72.69.11.217","100","90","1","12/22/2025 8:12","R_1KuVE007mKHAAqE","","","","","40.6914","-73.3731","anonymous","EN","1",7,"6","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:11","12/22/2025 8:12","0","41.13.122.200","100","60","1","12/22/2025 8:12","R_8CNRbc7fAEhKyTs","","","","","-25.757","28.1443","anonymous","EN","1",8,"7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:11","12/22/2025 8:12","0","24.127.197.50","100","66","1","12/22/2025 8:12","R_7fpKaNU9tYFYqoo","","","","","42.7348","-84.6245","anonymous","EN","1",9,"7","1","","","","","","","","","","5","5","5","5","5","5","5","6","4","","","","","","","","","","Velcroparticular","","Q538|x.vp|a.vp|i.vp|g.vp|p.vp|s.vp|u.vp|v.vp|d.vp",""
"12/22/2025 8:10","12/22/2025 8:12","0","82.132.237.70","100","102","1","12/22/2025 8:12","R_8OuWlkmQSZ1URhd","","","","","53.5956","-1.6642","anonymous","EN","1",10,"7","1","4","3","6","5","3","2","4","6","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|a.vg|v.vg|u.vg|i.vg|d.vg|x.vg|g.vg|p.vg|s.vg","",""
"12/22/2025 8:10","12/22/2025 8:12","0","85.221.137.246","100","105","1","12/22/2025 8:12","R_8Heh6LtufGtMLbi","","","","","52.4021","16.8668","anonymous","EN","1",11,"7","1","5","4","5","4","3","5","3","6","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|d.vg|u.vg|s.vg|x.vg|i.vg|a.vg|g.vg|v.vg|p.vg","",""
"12/22/2025 8:10","12/22/2025 8:12","0","174.219.15.16","100","94","1","12/22/2025 8:12","R_1lmHZC62wRLNxlL","","","","","34.8946","-80.554","anonymous","EN","1",12,"7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:10","12/22/2025 8:12","0","172.56.107.129","100","112","1","12/22/2025 8:12","R_7OmV3U9zpAQFbOh","","","","","47.3831","-122.2092","anonymous","EN","1",13,"7","1","","","","","","","","","","2","1","2","2","2","1","2","3","4","","","","","","","","","","Velcroparticular","","Q538|i.vp|x.vp|g.vp|a.vp|p.vp|v.vp|u.vp|s.vp|d.vp",""
"12/22/2025 8:10","12/22/2025 8:12","0","47.229.109.112","100","122","1","12/22/2025 8:12","R_1BtyUopt0kw3Yfn","","","","","34.1066","-117.5935","anonymous","EN","1",14,"7","1","","","","","","","","","","","","","","","","","","","5","2","4","5","4","4","3","5","4","Velcromessage","","","Q596|x.vm|p.vm|g.vm|u.vm|s.vm|i.vm|a.vm|d.vm|v.vm"
"12/22/2025 8:10","12/22/2025 8:12","0","93.38.48.239","100","105","1","12/22/2025 8:12","R_8HRcV8AGVzWI67s","","","","","45.4722","9.1922","anonymous","EN","1",15,"7","1","","","","","","","","","","","","","","","","","","","4","5","3","4","2","2","5","4","4","Velcromessage","","","Q596|s.vm|g.vm|p.vm|u.vm|d.vm|v.vm|x.vm|i.vm|a.vm"
"12/22/2025 8:10","12/22/2025 8:12","0","109.154.42.220","100","123","1","12/22/2025 8:12","R_84jDSJrAbbWjK1P","","","","","52.382","-1.5874","anonymous","EN","1",16,"7","1","1","2","2","2","1","1","2","2","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|s.vg|u.vg|x.vg|d.vg|a.vg|v.vg|i.vg|p.vg|g.vg","",""
"12/22/2025 8:11","12/22/2025 8:12","0","176.24.50.58","100","93","1","12/22/2025 8:12","R_25MFSU07uOIvAsd","","","","","51.0686","-4.0203","anonymous","EN","1",17,"7","1","","","","","","","","","","3","1","6","3","3","6","5","5","4","","","","","","","","","","Velcroparticular","","Q538|g.vp|i.vp|s.vp|d.vp|u.vp|v.vp|p.vp|x.vp|a.vp",""
"12/22/2025 8:10","12/22/2025 8:12","0","90.215.24.2","100","109","1","12/22/2025 8:12","R_8eFZNc2j99VX7Ij","","","","","52.999","-2.1871","anonymous","EN","1",18,"7","1","4","1","2","4","2","3","1","4","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|v.vg|u.vg|g.vg|x.vg|p.vg|d.vg|a.vg|i.vg|s.vg","",""
"12/22/2025 8:10","12/22/2025 8:12","0","81.109.18.73","100","115","1","12/22/2025 8:12","R_8it05MW4Bso6LLi","","","","","52.6181","-1.1804","anonymous","EN","1",19,"7","1","","","","","","","","","","","","","","","","","","","1","1","1","1","4","1","1","7","4","Velcromessage","","","Q596|d.vm|x.vm|g.vm|p.vm|s.vm|a.vm|i.vm|u.vm|v.vm"
"12/22/2025 8:11","12/22/2025 8:12","0","82.132.238.178","100","76","1","12/22/2025 8:12","R_8tzACZG0FwsUCKi","","","","","53.5956","-1.6642","anonymous","EN","1",20,"5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:11","12/22/2025 8:12","0","67.248.90.8","100","73","1","12/22/2025 8:12","R_6Q3fMNAa8dss0eo","","","","","42.6552","-73.802","anonymous","EN","1",21,"7","1","","","","","","","","","","","","","","","","","","","5","2","3","4","4","2","2","3","4","Velcromessage","","","Q596|v.vm|a.vm|x.vm|u.vm|s.vm|g.vm|p.vm|d.vm|i.vm"
"12/22/2025 8:11","12/22/2025 8:12","0","93.102.208.56","100","103","1","12/22/2025 8:12","R_2akGLxJPRCi0RVP","","","","","41.5515","-8.4204","anonymous","EN","1",22,"7","1","","","","","","","","","","","","","","","","","","","4","5","3","3","4","4","3","6","4","Velcromessage","","","Q596|d.vm|p.vm|x.vm|i.vm|g.vm|s.vm|a.vm|u.vm|v.vm"
"12/22/2025 8:11","12/22/2025 8:12","0","86.176.12.9","100","108","1","12/22/2025 8:12","R_2Nrg5DIF4V03XqP","","","","","54.3281","-5.7153","anonymous","EN","1",23,"7","1","","","","","","","","","","","","","","","","","","","3","3","5","3","3","4","2","5","4","Velcromessage","","","Q596|g.vm|d.vm|i.vm|x.vm|v.vm|a.vm|p.vm|s.vm|u.vm"
"12/22/2025 8:11","12/22/2025 8:12","0","151.77.4.224","100","112","1","12/22/2025 8:12","R_8QKRsNDenDCY4xz","","","","","40.8449","14.2716","anonymous","EN","1",24,"7","1","5","5","3","5","4","5","4","3","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|u.vg|a.vg|g.vg|s.vg|x.vg|i.vg|p.vg|d.vg|v.vg","",""
"12/22/2025 8:11","12/22/2025 8:12","0","66.61.195.238","100","102","1","12/22/2025 8:12","R_6DnFrN2Circbhiw","","","","","34.1847","-79.7704","anonymous","EN","1",25,"7","1","","","","","","","","","","","","","","","","","","","5","2","5","5","6","6","3","6","4","Velcromessage","","","Q596|x.vm|d.vm|a.vm|u.vm|i.vm|p.vm|v.vm|s.vm|g.vm"
"12/22/2025 8:10","12/22/2025 8:12","0","90.207.42.29","100","121","1","12/22/2025 8:13","R_8fkM2aPoN9HF3eL","","","","","53.3975","-2.9206","anonymous","EN","1",26,"7","1","","","","","","","","","","4","5","4","3","3","3","4","5","4","","","","","","","","","","Velcroparticular","","Q538|s.vp|i.vp|a.vp|u.vp|g.vp|p.vp|d.vp|v.vp|x.vp",""
"12/22/2025 8:11","12/22/2025 8:13","0","102.207.180.41","100","92","1","12/22/2025 8:13","R_84xbPQ2PYRtuUZA","","","","","-23.8287","30.1672","anonymous","EN","1",27,"6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:11","12/22/2025 8:13","0","99.233.6.225","100","71","1","12/22/2025 8:13","R_5WqpecQW39IefL3","","","","","43.5903","-79.7598","anonymous","EN","1",28,"5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:11","12/22/2025 8:13","0","73.19.254.154","100","114","1","12/22/2025 8:13","R_77fXqxmk1t7YhzE","","","","","36.0869","-84.1897","anonymous","EN","1",29,"7","1","","","","","","","","","","2","4","5","2","2","5","2","3","4","","","","","","","","","","Velcroparticular","","Q538|p.vp|i.vp|s.vp|x.vp|d.vp|a.vp|u.vp|g.vp|v.vp",""
"12/22/2025 8:11","12/22/2025 8:13","0","92.220.117.247","100","102","1","12/22/2025 8:13","R_8P7Vk3mpiQcov7C","","","","","59.9396","11.0036","anonymous","EN","1",30,"7","1","","","","","","","","","","","","","","","","","","","5","5","4","5","4","5","5","7","4","Velcromessage","","","Q596|x.vm|i.vm|d.vm|s.vm|a.vm|p.vm|u.vm|g.vm|v.vm"
"12/22/2025 8:11","12/22/2025 8:13","0","205.194.16.38","100","113","1","12/22/2025 8:13","R_7PC6LRQUBGnt727","","","","","45.4223","-75.7081","anonymous","EN","1",31,"7","1","3","5","5","5","3","2","5","5","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|s.vg|i.vg|p.vg|v.vg|g.vg|a.vg|x.vg|u.vg|d.vg","",""
"12/22/2025 8:10","12/22/2025 8:13","0","102.221.201.2","100","143","1","12/22/2025 8:13","R_8zH1Ky5kGDAQJaN","","","","","-26.2296","28.1272","anonymous","EN","1",32,"7","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:11","12/22/2025 8:13","0","212.228.148.76","100","126","1","12/22/2025 8:13","R_2D1DzsMNhmGbCjN","","","","","53.7287","-2.6559","anonymous","EN","1",33,"7","1","","","","","","","","","","5","5","6","6","6","5","6","6","4","","","","","","","","","","Velcroparticular","","Q538|s.vp|i.vp|x.vp|v.vp|g.vp|u.vp|p.vp|d.vp|a.vp",""
"12/22/2025 8:11","12/22/2025 8:13","0","174.206.165.122","100","106","1","12/22/2025 8:13","R_1HxdvQsdLLjBuYF","","","","","40.7597","-74.1836","anonymous","EN","1",34,"7","1","5","3","5","4","5","6","4","5","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|s.vg|g.vg|d.vg|i.vg|v.vg|u.vg|a.vg|x.vg|p.vg","",""
"12/22/2025 8:11","12/22/2025 8:13","0","174.117.172.14","100","72","1","12/22/2025 8:13","R_1OAVgV7nC5WYH7j","","","","","47.5257","-52.8809","anonymous","EN","1",35,"7","1","2","1","5","4","3","3","1","5","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|i.vg|a.vg|d.vg|g.vg|x.vg|p.vg|v.vg|u.vg|s.vg","",""
"12/22/2025 8:11","12/22/2025 8:13","0","84.70.202.193","100","94","1","12/22/2025 8:13","R_8ljUo6bytA2Zb1L","","","","","53.4821","-2.5103","anonymous","EN","1",36,"7","1","","","","","","","","","","","","","","","","","","","1","3","2","1","2","1","1","3","4","Velcromessage","","","Q596|u.vm|x.vm|i.vm|s.vm|g.vm|d.vm|p.vm|v.vm|a.vm"
"12/22/2025 8:11","12/22/2025 8:13","0","92.29.25.150","100","102","1","12/22/2025 8:13","R_2xK4EROeWfi0Vse","","","","","50.746","-1.9791","anonymous","EN","1",37,"7","1","","","","","","","","","","","","","","","","","","","6","6","6","7","6","6","7","7","4","Velcromessage","","","Q596|p.vm|d.vm|s.vm|x.vm|i.vm|v.vm|a.vm|u.vm|g.vm"
"12/22/2025 8:11","12/22/2025 8:13","0","172.56.221.205","100","129","1","12/22/2025 8:13","R_1CuIEJR8MIMiVUJ","","","","","39.9357","-75.1832","anonymous","EN","1",38,"7","1","","","","","","","","","","5","6","3","5","5","5","4","6","4","","","","","","","","","","Velcroparticular","","Q538|d.vp|u.vp|v.vp|s.vp|i.vp|p.vp|x.vp|a.vp|g.vp",""
"12/22/2025 8:10","12/22/2025 8:13","0","84.9.20.25","100","156","1","12/22/2025 8:13","R_2xSp9A4C7ZEFwoR","","","","","52.25","-0.8833","anonymous","EN","1",39,"7","1","","","","","","","","","","","","","","","","","","","2","1","2","2","2","1","2","4","4","Velcromessage","","","Q596|x.vm|u.vm|v.vm|i.vm|s.vm|a.vm|g.vm|d.vm|p.vm"
"12/22/2025 8:11","12/22/2025 8:13","0","103.106.88.137","100","119","1","12/22/2025 8:13","R_4FapMFiXLx4kgml","","","","","-31.92","115.861","anonymous","EN","1",40,"7","1","","","","","","","","","","2","2","2","2","1","3","2","3","4","","","","","","","","","","Velcroparticular","","Q538|a.vp|x.vp|v.vp|p.vp|i.vp|u.vp|g.vp|s.vp|d.vp",""
"12/22/2025 8:11","12/22/2025 8:13","0","213.78.172.4","100","94","1","12/22/2025 8:13","R_8VvIsllH1d7XWmq","","","","","50.2389","-5.2295","anonymous","EN","1",41,"7","1","5","6","6","6","5","5","6","6","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|x.vg|a.vg|p.vg|i.vg|u.vg|d.vg|v.vg|g.vg|s.vg","",""
"12/22/2025 8:11","12/22/2025 8:13","0","219.104.136.244","100","131","1","12/22/2025 8:13","R_4IzxYoiJEEufHVw","","","","","35.6837","139.6805","anonymous","EN","1",42,"7","1","","","","","","","","","","","","","","","","","","","5","4","5","5","5","4","4","7","4","Velcromessage","","","Q596|u.vm|x.vm|d.vm|p.vm|a.vm|i.vm|v.vm|s.vm|g.vm"
"12/22/2025 8:10","12/22/2025 8:13","0","102.66.159.181","100","166","1","12/22/2025 8:13","R_8mqoGXpMXsAohvt","","","","","-25.8079","28.738","anonymous","EN","1",43,"7","1","5","5","7","4","4","6","2","4","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|s.vg|d.vg|g.vg|x.vg|v.vg|i.vg|p.vg|a.vg|u.vg","",""
"12/22/2025 8:10","12/22/2025 8:13","0","192.166.211.229","100","153","1","12/22/2025 8:13","R_2pKbobr4SI39wP2","","","","","51.5112","0.03","anonymous","EN","1",44,"7","1","2","1","4","4","2","3","3","4","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|d.vg|i.vg|s.vg|u.vg|g.vg|v.vg|x.vg|a.vg|p.vg","",""
"12/22/2025 8:11","12/22/2025 8:13","0","82.45.205.148","100","86","1","12/22/2025 8:13","R_8VqmZvN3Lr8ZNIq","","","","","55.7819","-4.0029","anonymous","EN","1",45,"6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:11","12/22/2025 8:13","0","46.64.70.186","100","100","1","12/22/2025 8:13","R_8wnLIreLahX1rkh","","","","","51.4535","-2.5917","anonymous","EN","1",46,"7","1","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","4","Velcromessage","","","Q596|a.vm|x.vm|v.vm|i.vm|d.vm|g.vm|u.vm|s.vm|p.vm"
"12/22/2025 8:11","12/22/2025 8:13","0","76.151.59.117","100","110","1","12/22/2025 8:13","R_58gVL9ce7DukKMp","","","","","39.3641","-77.4622","anonymous","EN","1",47,"7","1","","","","","","","","","","3","2","3","2","4","3","3","5","4","","","","","","","","","","Velcroparticular","","Q538|g.vp|i.vp|d.vp|a.vp|s.vp|v.vp|x.vp|p.vp|u.vp",""
"12/22/2025 8:10","12/22/2025 8:13","0","82.71.54.89","100","155","1","12/22/2025 8:13","R_2g0xmebhmlFi035","","","","","54.5554","-1.5151","anonymous","EN","1",48,"7","1","","","","","","","","","","","","","","","","","","","5","3","4","5","4","3","2","4","4","Velcromessage","","","Q596|g.vm|v.vm|u.vm|a.vm|x.vm|p.vm|i.vm|s.vm|d.vm"
"12/22/2025 8:12","12/22/2025 8:13","0","94.5.121.78","100","83","1","12/22/2025 8:13","R_2n89wzVPUoiXIx4","","","","","52.253","0.8212","anonymous","EN","1",49,"7","1","4","3","3","3","3","2","3","3","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|x.vg|v.vg|u.vg|i.vg|g.vg|s.vg|a.vg|d.vg|p.vg","",""
"12/22/2025 8:12","12/22/2025 8:13","0","142.112.254.95","100","80","1","12/22/2025 8:13","R_6vYRI1To26WDovB","","","","","43.6426","-79.4002","anonymous","EN","1",50,"7","1","5","6","6","5","4","7","4","6","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|u.vg|g.vg|a.vg|v.vg|x.vg|p.vg|d.vg|i.vg|s.vg","",""
"12/22/2025 8:11","12/22/2025 8:13","0","65.51.64.233","100","154","1","12/22/2025 8:13","R_1enyP3qo6L4RgPb","","","","","40.7864","-73.193","anonymous","EN","1",51,"7","1","","","","","","","","","","","","","","","","","","","5","4","5","5","3","2","3","7","4","Velcromessage","","","Q596|i.vm|x.vm|u.vm|g.vm|v.vm|s.vm|p.vm|a.vm|d.vm"
"12/22/2025 8:11","12/22/2025 8:13","0","119.111.240.239","100","112","1","12/22/2025 8:13","R_4Cd2IzKK2UyqerO","","","","","14.5051","121.0272","anonymous","EN","1",52,"7","1","","","","","","","","","","3","3","3","3","2","4","2","2","4","","","","","","","","","","Velcroparticular","","Q538|d.vp|p.vp|a.vp|u.vp|x.vp|i.vp|s.vp|g.vp|v.vp",""
"12/22/2025 8:12","12/22/2025 8:13","0","105.4.5.136","100","58","1","12/22/2025 8:13","R_2Ff13FZ8HSJWnhn","","","","","-26.2309","28.0583","anonymous","EN","1",53,"7","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:12","12/22/2025 8:13","0","86.140.200.190","100","101","1","12/22/2025 8:13","R_2ui5eoOdFonq2hb","","","","","50.827","-0.3782","anonymous","EN","1",54,"7","1","","","","","","","","","","5","5","5","3","2","4","2","2","4","","","","","","","","","","Velcroparticular","","Q538|p.vp|a.vp|g.vp|v.vp|i.vp|d.vp|u.vp|x.vp|s.vp",""
"12/22/2025 8:10","12/22/2025 8:13","0","79.135.124.153","100","185","1","12/22/2025 8:13","R_8WJ71BkCHZLddig","","","","","52.784","-0.1505","anonymous","EN","1",55,"7","1","","","","","","","","","","","","","","","","","","","5","4","4","4","5","5","3","4","4","Velcromessage","","","Q596|g.vm|v.vm|a.vm|i.vm|s.vm|p.vm|d.vm|u.vm|x.vm"
"12/22/2025 8:11","12/22/2025 8:13","0","146.199.160.74","100","138","1","12/22/2025 8:13","R_2SHY5qgRfr2CTZv","","","","","51.2887","-0.7957","anonymous","EN","1",56,"7","1","6","4","6","5","5","5","5","3","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|d.vg|s.vg|u.vg|v.vg|a.vg|i.vg|g.vg|p.vg|x.vg","",""
"12/22/2025 8:11","12/22/2025 8:13","0","91.55.192.28","100","152","1","12/22/2025 8:13","R_8v79KnKhRhjIkOG","","","","","53.9179","10.7985","anonymous","EN","1",57,"7","1","","","","","","","","","","5","5","5","5","4","6","5","5","4","","","","","","","","","","Velcroparticular","","Q538|v.vp|p.vp|d.vp|i.vp|x.vp|a.vp|s.vp|u.vp|g.vp",""
"12/22/2025 8:11","12/22/2025 8:13","0","176.58.159.5","100","168","1","12/22/2025 8:13","R_20v4t7BU96CEFoj","","","","","37.9703","23.6413","anonymous","EN","1",58,"7","1","","","","","","","","","","3","1","4","3","2","2","1","1","4","","","","","","","","","","Velcroparticular","","Q538|s.vp|d.vp|a.vp|x.vp|u.vp|i.vp|v.vp|p.vp|g.vp",""
