"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","id","com.1","com.2","v.vg","p.vg","i.vg","u.vg","a.vg","d.vg","s.vg","g.vg","x.vg","v.vp","p.vp","i.vp","u.vp","a.vp","d.vp","s.vp","g.vp","x.vp","v.vm","p.vm","i.vm","u.vm","a.vm","d.vm","s.vm","g.vm","x.vm","FL_441_DO","Velcrogeneral_DO","Velcroparticular_DO","Velcromessage_DO"
"12/22/2025 8:11","12/22/2025 8:13","0","99.237.218.175","100","136","1","12/22/2025 8:14","R_5qCMJxFxxwrzboS","","","","","43.767","-79.1828","anonymous","EN","1",59,"7","1","","","","","","","","","","","","","","","","","","","5","6","6","4","6","5","3","7","4","Velcromessage","","","Q596|x.vm|g.vm|d.vm|u.vm|p.vm|s.vm|i.vm|a.vm|v.vm"
"12/22/2025 8:11","12/22/2025 8:14","0","94.1.15.173","100","151","1","12/22/2025 8:14","R_2dEWpo8Q3hs8GNd","","","","","50.9363","-1.4329","anonymous","EN","1",60,"7","1","","","","","","","","","","6","7","7","6","6","6","6","4","4","","","","","","","","","","Velcroparticular","","Q538|i.vp|v.vp|a.vp|g.vp|x.vp|u.vp|s.vp|d.vp|p.vp",""
"12/22/2025 8:11","12/22/2025 8:14","0","216.249.53.63","100","129","1","12/22/2025 8:14","R_6WOKQ51ER8fgyWc","","","","","43.1291","-80.3295","anonymous","EN","1",61,"7","1","","","","","","","","","","","","","","","","","","","2","1","2","2","2","2","2","5","4","Velcromessage","","","Q596|g.vm|u.vm|p.vm|x.vm|i.vm|a.vm|d.vm|s.vm|v.vm"
"12/22/2025 8:11","12/22/2025 8:14","0","105.0.2.246","100","167","1","12/22/2025 8:14","R_2MLuFuPyWdHGaNa","","","","","-26.1917","28.0523","anonymous","EN","1",62,"7","1","","","","","","","","","","","","","","","","","","","3","2","5","3","3","1","3","7","4","Velcromessage","","","Q596|i.vm|x.vm|g.vm|s.vm|p.vm|d.vm|a.vm|v.vm|u.vm"
"12/22/2025 8:11","12/22/2025 8:14","0","51.7.38.107","100","134","1","12/22/2025 8:14","R_2YoSbWwhsHomEcp","","","","","54.4004","-1.7358","anonymous","EN","1",63,"7","1","2","1","5","2","2","5","2","2","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|d.vg|u.vg|s.vg|v.vg|i.vg|p.vg|x.vg|g.vg|a.vg","",""
"12/22/2025 8:11","12/22/2025 8:14","0","197.185.183.202","100","133","1","12/22/2025 8:14","R_85FP59jHgb7NzXM","","","","","-26.2309","28.0583","anonymous","EN","1",64,"6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:11","12/22/2025 8:14","0","81.152.170.197","100","186","1","12/22/2025 8:14","R_8oimveYi3tAUnkO","","","","","51.1385","-2.7168","anonymous","EN","1",65,"7","1","","","","","","","","","","4","5","5","7","5","5","3","6","4","","","","","","","","","","Velcroparticular","","Q538|g.vp|u.vp|d.vp|x.vp|v.vp|a.vp|s.vp|p.vp|i.vp",""
"12/22/2025 8:12","12/22/2025 8:14","0","14.2.155.60","100","130","1","12/22/2025 8:14","R_9D2lhcPsPNNlPB2","","","","","-42.8836","147.4062","anonymous","EN","1",66,"7","1","","","","","","","","","","","","","","","","","","","4","2","4","4","4","4","4","6","4","Velcromessage","","","Q596|i.vm|d.vm|s.vm|g.vm|p.vm|x.vm|v.vm|a.vm|u.vm"
"12/22/2025 8:12","12/22/2025 8:14","0","147.161.237.79","100","96","1","12/22/2025 8:14","R_27j0nP7doLDNMvr","","","","","53.4809","-2.2374","anonymous","EN","1",67,"7","1","6","5","6","5","6","5","7","4","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|s.vg|a.vg|x.vg|v.vg|p.vg|d.vg|u.vg|g.vg|i.vg","",""
"12/22/2025 8:12","12/22/2025 8:14","0","172.56.3.101","100","80","1","12/22/2025 8:14","R_3BzHdHzTqmdVGzo","","","","","38.9816","-77.0044","anonymous","EN","1",68,"7","1","","","","","","","","","","","","","","","","","","","2","1","2","2","1","2","1","2","4","Velcromessage","","","Q596|u.vm|x.vm|s.vm|g.vm|d.vm|p.vm|a.vm|v.vm|i.vm"
"12/22/2025 8:12","12/22/2025 8:14","0","86.26.97.151","100","80","1","12/22/2025 8:14","R_2Ivk32ZYolUtarG","","","","","51.6131","-4.0441","anonymous","EN","1",69,"7","1","","","","","","","","","","","","","","","","","","","4","3","3","3","4","2","3","5","4","Velcromessage","","","Q596|v.vm|g.vm|u.vm|i.vm|p.vm|d.vm|a.vm|x.vm|s.vm"
"12/22/2025 8:11","12/22/2025 8:14","0","194.74.19.110","100","176","1","12/22/2025 8:14","R_2nUDOOMCe5Pj2mh","","","","","53.5689","-2.0887","anonymous","EN","1",70,"7","1","4","3","5","3","3","4","4","5","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|g.vg|i.vg|u.vg|d.vg|p.vg|a.vg|v.vg|s.vg|x.vg","",""
"12/22/2025 8:11","12/22/2025 8:14","0","81.106.127.178","100","173","1","12/22/2025 8:14","R_8M2qkvzhpUKFCzD","","","","","52.6511","-2.1014","anonymous","EN","1",71,"7","1","3","1","1","2","2","2","1","1","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|v.vg|p.vg|i.vg|s.vg|g.vg|d.vg|u.vg|a.vg|x.vg","",""
"12/22/2025 8:11","12/22/2025 8:14","0","98.206.160.101","100","185","1","12/22/2025 8:14","R_7fjkJcaXx8orMdb","","","","","41.8018","-87.5993","anonymous","EN","1",72,"7","1","","","","","","","","","","4","2","4","4","3","3","3","4","4","","","","","","","","","","Velcroparticular","","Q538|x.vp|i.vp|g.vp|p.vp|s.vp|v.vp|u.vp|a.vp|d.vp",""
"12/22/2025 8:13","12/22/2025 8:14","0","81.98.222.110","100","75","1","12/22/2025 8:14","R_8C9sdFWFrd2oSA1","","","","","51.6524","-0.2752","anonymous","EN","1",73,"7","1","","","","","","","","","","","","","","","","","","","3","2","2","3","2","1","2","6","4","Velcromessage","","","Q596|s.vm|v.vm|x.vm|d.vm|a.vm|g.vm|i.vm|u.vm|p.vm"
"12/22/2025 8:12","12/22/2025 8:14","0","89.19.79.13","100","135","1","12/22/2025 8:14","R_8nuTaFBQ0uqVi4h","","","","","53.3472","-6.2439","anonymous","EN","1",74,"7","1","","","","","","","","","","2","1","4","2","2","3","1","2","4","","","","","","","","","","Velcroparticular","","Q538|v.vp|i.vp|u.vp|a.vp|d.vp|p.vp|g.vp|x.vp|s.vp",""
"12/22/2025 8:13","12/22/2025 8:14","0","82.12.39.227","100","67","1","12/22/2025 8:14","R_2jZc3RqkSuUCKFu","","","","","51.4017","-0.1624","anonymous","EN","1",75,"7","1","","","","","","","","","","","","","","","","","","","2","2","3","2","3","2","3","6","4","Velcromessage","","","Q596|p.vm|g.vm|v.vm|d.vm|u.vm|x.vm|a.vm|s.vm|i.vm"
"12/22/2025 8:13","12/22/2025 8:14","0","102.219.162.110","100","42","1","12/22/2025 8:14","R_8LvYj0SjGFT552R","","","","","-26.2309","28.0583","anonymous","EN","1",76,"7","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:11","12/22/2025 8:14","0","102.254.162.28","100","172","1","12/22/2025 8:14","R_8U4PVE7NEPEw13P","","","","","-26.2309","28.0583","anonymous","EN","1",77,"7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:12","12/22/2025 8:14","0","85.255.237.30","100","110","1","12/22/2025 8:14","R_8yKKBLt98A7gzFD","","","","","51.4964","-0.1224","anonymous","EN","1",78,"7","1","1","1","3","1","1","4","1","5","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|x.vg|u.vg|g.vg|d.vg|a.vg|i.vg|p.vg|v.vg|s.vg","",""
"12/22/2025 8:11","12/22/2025 8:14","0","76.26.247.159","100","172","1","12/22/2025 8:14","R_5CqfyI7UGuXXQGU","","","","","28.8851","-81.3093","anonymous","EN","1",79,"7","1","","","","","","","","","","","","","","","","","","","3","3","4","4","3","4","2","4","4","Velcromessage","","","Q596|i.vm|p.vm|d.vm|a.vm|u.vm|v.vm|x.vm|g.vm|s.vm"
"12/22/2025 8:13","12/22/2025 8:14","0","188.39.160.202","100","65","1","12/22/2025 8:14","R_8QKV1Cc83P7suo8","","","","","55.8473","-4.1825","anonymous","EN","1",80,"7","1","","","","","","","","","","2","3","2","2","2","4","2","2","4","","","","","","","","","","Velcroparticular","","Q538|d.vp|v.vp|i.vp|s.vp|g.vp|u.vp|x.vp|p.vp|a.vp",""
"12/22/2025 8:10","12/22/2025 8:14","0","97.85.243.106","100","226","1","12/22/2025 8:14","R_7TnszepaJwWJeUg","","","","","39.1692","-91.8893","anonymous","EN","1",81,"7","1","","","","","","","","","","2","2","2","2","2","3","2","2","4","","","","","","","","","","Velcroparticular","","Q538|u.vp|d.vp|s.vp|p.vp|v.vp|a.vp|x.vp|i.vp|g.vp",""
"12/22/2025 8:12","12/22/2025 8:14","0","92.211.2.97","100","119","1","12/22/2025 8:14","R_8PuwLS4Ox6AiIcS","","","","","52.5196","13.4069","anonymous","EN","1",82,"7","1","","","","","","","","","","","","","","","","","","","4","4","5","4","4","4","4","4","4","Velcromessage","","","Q596|v.vm|s.vm|x.vm|p.vm|i.vm|a.vm|d.vm|u.vm|g.vm"
"12/22/2025 8:12","12/22/2025 8:14","0","86.166.44.210","100","161","1","12/22/2025 8:14","R_8o0eOfc1Qqx99hv","","","","","53.7128","-1.8515","anonymous","EN","1",83,"7","1","","","","","","","","","","3","2","5","3","2","4","2","6","4","","","","","","","","","","Velcroparticular","","Q538|g.vp|p.vp|i.vp|v.vp|u.vp|x.vp|a.vp|d.vp|s.vp",""
"12/22/2025 8:14","12/22/2025 8:14","0","102.66.159.197","100","50","1","12/22/2025 8:14","R_2hzQM2oIO69i0n7","","","","","-25.8079","28.738","anonymous","EN","1",84,"7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:13","12/22/2025 8:14","0","71.227.152.16","100","111","1","12/22/2025 8:14","R_68tB1rDauQmgji9","","","","","47.5583","-122.0021","anonymous","EN","1",85,"7","1","","","","","","","","","","5","3","5","5","4","5","5","4","4","","","","","","","","","","Velcroparticular","","Q538|g.vp|v.vp|x.vp|u.vp|a.vp|p.vp|i.vp|s.vp|d.vp",""
"12/22/2025 8:12","12/22/2025 8:14","0","82.13.16.3","100","118","1","12/22/2025 8:14","R_2p5MmGBq9cbDe6O","","","","","53.4096","-2.9792","anonymous","EN","1",86,"7","1","","","","","","","","","","","","","","","","","","","3","3","3","3","3","2","3","3","4","Velcromessage","","","Q596|s.vm|g.vm|a.vm|d.vm|x.vm|v.vm|u.vm|i.vm|p.vm"
"12/22/2025 8:10","12/22/2025 8:14","0","2.99.57.115","100","240","1","12/22/2025 8:14","R_2HXt4ZYQa4ztnGd","","","","","52.4867","-1.8989","anonymous","EN","1",87,"7","1","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","2","1","4","Velcromessage","","","Q596|s.vm|d.vm|u.vm|i.vm|p.vm|v.vm|x.vm|g.vm|a.vm"
"12/22/2025 8:13","12/22/2025 8:14","0","24.189.17.217","100","83","1","12/22/2025 8:14","R_3DNSqeU9Pbtzzka","","","","","40.6372","-73.9037","anonymous","EN","1",88,"7","1","","","","","","","","","","","","","","","","","","","5","4","4","4","4","4","5","6","4","Velcromessage","","","Q596|v.vm|p.vm|d.vm|a.vm|g.vm|i.vm|u.vm|s.vm|x.vm"
"12/22/2025 8:11","12/22/2025 8:14","0","24.67.41.93","100","219","1","12/22/2025 8:14","R_79HYkloeprxENl7","","","","","50.7033","-119.2683","anonymous","EN","1",89,"7","1","6","4","7","5","6","6","5","6","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|d.vg|s.vg|u.vg|g.vg|v.vg|a.vg|i.vg|x.vg|p.vg","",""
"12/22/2025 8:11","12/22/2025 8:14","0","102.140.255.182","100","232","1","12/22/2025 8:14","R_848n9B40nr7N965","","","","","-1.2841","36.8155","anonymous","EN","1",90,"7","1","3","1","6","3","6","4","6","7","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|i.vg|v.vg|u.vg|g.vg|d.vg|s.vg|x.vg|a.vg|p.vg","",""
"12/22/2025 8:13","12/22/2025 8:14","0","68.55.111.120","100","68","1","12/22/2025 8:14","R_7oR62TOhdEpnWkV","","","","","42.6013","-83.178","anonymous","EN","1",91,"4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:11","12/22/2025 8:14","0","81.104.29.142","100","202","1","12/22/2025 8:14","R_8p6b446O2aEGema","","","","","52.4691","-1.7429","anonymous","EN","1",92,"7","1","4","5","4","4","2","2","4","6","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|a.vg|d.vg|v.vg|g.vg|s.vg|u.vg|x.vg|p.vg|i.vg","",""
"12/22/2025 8:13","12/22/2025 8:15","0","84.9.30.10","100","118","1","12/22/2025 8:15","R_2EDsigiWT4mRIVr","","","","","57.809","-4.0576","anonymous","EN","1",93,"7","1","","","","","","","","","","6","5","6","6","6","5","6","5","4","","","","","","","","","","Velcroparticular","","Q538|i.vp|p.vp|a.vp|v.vp|u.vp|s.vp|g.vp|x.vp|d.vp",""
"12/22/2025 8:11","12/22/2025 8:15","0","82.34.155.57","100","237","1","12/22/2025 8:15","R_8laAr1kf1GBf0Ou","","","","","51.5827","-0.0901","anonymous","EN","1",94,"7","1","","","","","","","","","","1","1","3","1","1","1","1","2","4","","","","","","","","","","Velcroparticular","","Q538|x.vp|a.vp|u.vp|g.vp|i.vp|s.vp|p.vp|d.vp|v.vp",""
"12/22/2025 8:10","12/22/2025 8:15","0","102.253.119.10","100","245","1","12/22/2025 8:15","R_85EHPvPVezbmFyY","","","","","-25.7005","28.2247","anonymous","EN","1",95,"7","1","","","","","","","","","","5","5","7","5","5","6","5","5","7","","","","","","","","","","Velcroparticular","","Q538|i.vp|u.vp|d.vp|g.vp|x.vp|s.vp|a.vp|p.vp|v.vp",""
"12/22/2025 8:12","12/22/2025 8:15","0","41.124.189.45","100","180","1","12/22/2025 8:15","R_2b28FKwjVQf4Z0z","","","","","-33.42","19.2025","anonymous","EN","1",96,"6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:13","12/22/2025 8:15","0","102.66.183.176","100","69","1","12/22/2025 8:15","R_2CCy912EdzaeZTb","","","","","-26.5849","27.8261","anonymous","EN","1",97,"6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:13","12/22/2025 8:15","0","2.102.104.75","100","74","1","12/22/2025 8:15","R_2rOoJCnvsMAQi0y","","","","","52.6494","-1.1203","anonymous","EN","1",98,"7","1","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","4","4","Velcromessage","","","Q596|a.vm|u.vm|g.vm|p.vm|i.vm|x.vm|d.vm|v.vm|s.vm"
"12/22/2025 8:10","12/22/2025 8:15","0","182.77.73.232","100","256","1","12/22/2025 8:15","R_4eQU3WHR1MfYM8P","","","","","28.6327","77.2198","anonymous","EN","1",99,"7","1","","","","","","","","","","4","3","4","4","3","3","3","4","4","","","","","","","","","","Velcroparticular","","Q538|x.vp|a.vp|s.vp|g.vp|u.vp|p.vp|d.vp|i.vp|v.vp",""
"12/22/2025 8:12","12/22/2025 8:15","0","106.51.178.25","100","166","1","12/22/2025 8:15","R_9OCNdGIllaHkCml","","","","","13.0895","80.2739","anonymous","EN","1",100,"7","1","","","","","","","","","","","","","","","","","","","4","4","4","4","4","4","4","4","4","Velcromessage","","","Q596|x.vm|i.vm|g.vm|a.vm|p.vm|u.vm|v.vm|s.vm|d.vm"
"12/22/2025 8:12","12/22/2025 8:15","0","197.185.129.32","100","165","1","12/22/2025 8:15","R_2aRhh2V7HGgN2rS","","","","","-26.2309","28.0583","anonymous","EN","1",101,"7","1","1","1","3","1","2","2","1","3","3","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|x.vg|u.vg|v.vg|g.vg|s.vg|p.vg|a.vg|d.vg|i.vg","",""
"12/22/2025 8:12","12/22/2025 8:15","0","99.228.25.36","100","142","1","12/22/2025 8:15","R_5LbwQvcSB5fjqrR","","","","","43.8678","-79.442","anonymous","EN","1",102,"7","1","","","","","","","","","","","","","","","","","","","5","6","7","6","6","5","7","6","4","Velcromessage","","","Q596|u.vm|i.vm|g.vm|v.vm|d.vm|a.vm|s.vm|x.vm|p.vm"
"12/22/2025 8:13","12/22/2025 8:15","0","102.249.6.2","100","130","1","12/22/2025 8:15","R_8okiSLQAhDmECZn","","","","","-33.914","18.4129","anonymous","EN","1",103,"6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2025 8:10","12/22/2025 8:15","0","213.225.38.32","100","259","1","12/22/2025 8:15","R_2kcX5rE9V0auHqP","","","","","48.2133","16.2966","anonymous","EN","1",104,"7","1","3","2","4","2","3","3","2","4","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|i.vg|d.vg|p.vg|s.vg|x.vg|u.vg|g.vg|a.vg|v.vg","",""
"12/22/2025 8:11","12/22/2025 8:15","0","94.5.24.212","100","208","1","12/22/2025 8:15","R_8gIsC7K8CZCOZhP","","","","","51.6702","-3.2068","anonymous","EN","1",105,"7","1","6","5","6","6","6","6","6","5","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|s.vg|u.vg|d.vg|a.vg|p.vg|g.vg|v.vg|x.vg|i.vg","",""
"12/22/2025 8:11","12/22/2025 8:15","0","92.113.216.86","100","243","1","12/22/2025 8:15","R_2jE8GQ5Pn89fUT7","","","","","51.5081","-0.1278","anonymous","EN","1",106,"7","1","","","","","","","","","","","","","","","","","","","6","4","5","7","5","5","6","5","4","Velcromessage","","","Q596|x.vm|u.vm|a.vm|s.vm|v.vm|i.vm|p.vm|d.vm|g.vm"
"12/22/2025 8:12","12/22/2025 8:15","0","86.164.123.38","100","143","1","12/22/2025 8:15","R_2dMITJAfS4IJoX0","","","","","52.0605","1.2358","anonymous","EN","1",107,"7","1","","","","","","","","","","5","5","5","5","5","5","5","6","4","","","","","","","","","","Velcroparticular","","Q538|p.vp|d.vp|g.vp|x.vp|i.vp|u.vp|v.vp|a.vp|s.vp",""
"12/22/2025 8:11","12/22/2025 8:15","0","81.77.250.92","100","250","1","12/22/2025 8:15","R_8yfI8Lrt8k2T4Ye","","","","","51.7187","-3.4318","anonymous","EN","1",108,"7","1","","","","","","","","","","","","","","","","","","","2","1","1","1","2","1","1","3","4","Velcromessage","","","Q596|d.vm|a.vm|v.vm|i.vm|s.vm|g.vm|u.vm|x.vm|p.vm"
"12/22/2025 8:11","12/22/2025 8:15","0","94.14.173.127","100","238","1","12/22/2025 8:15","R_8q8cW4tedGGIMWz","","","","","55.9495","-3.1983","anonymous","EN","1",109,"7","1","","","","","","","","","","3","3","4","3","4","3","4","4","4","","","","","","","","","","Velcroparticular","","Q538|d.vp|x.vp|i.vp|p.vp|s.vp|g.vp|v.vp|a.vp|u.vp",""
"12/22/2025 8:12","12/22/2025 8:15","0","90.240.233.110","100","150","1","12/22/2025 8:15","R_2pDV6zgj0kle9Vb","","","","","51.1878","-2.5439","anonymous","EN","1",110,"7","1","4","1","3","3","2","2","2","3","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|v.vg|i.vg|g.vg|u.vg|d.vg|x.vg|p.vg|a.vg|s.vg","",""
"12/22/2025 8:13","12/22/2025 8:15","0","172.58.151.81","100","127","1","12/22/2025 8:15","R_3qgDpP4qxu8PYlz","","","","","36.1052","-86.6591","anonymous","EN","1",111,"7","1","4","5","4","3","3","5","3","5","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|d.vg|p.vg|v.vg|u.vg|i.vg|x.vg|g.vg|a.vg|s.vg","",""
"12/22/2025 8:11","12/22/2025 8:15","0","174.116.37.171","100","229","1","12/22/2025 8:15","R_3YDkhiqJAH2nJoI","","","","","45.3867","-75.7381","anonymous","EN","1",112,"7","1","5","3","5","3","6","5","2","4","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|x.vg|d.vg|i.vg|a.vg|u.vg|s.vg|g.vg|p.vg|v.vg","",""
"12/22/2025 8:14","12/22/2025 8:15","0","98.227.170.77","100","65","1","12/22/2025 8:15","R_6kjkPT0IAqcANs1","","","","","41.8732","-88.0002","anonymous","EN","1",113,"7","1","","","","","","","","","","","","","","","","","","","6","5","6","6","6","6","6","5","4","Velcromessage","","","Q596|d.vm|x.vm|g.vm|a.vm|s.vm|v.vm|p.vm|u.vm|i.vm"
"12/22/2025 8:13","12/22/2025 8:15","0","91.64.92.33","100","131","1","12/22/2025 8:15","R_2QtyOOAbgyekHV4","","","","","52.553","13.4528","anonymous","EN","1",114,"7","1","","","","","","","","","","","","","","","","","","","2","2","5","3","3","2","2","5","4","Velcromessage","","","Q596|i.vm|g.vm|a.vm|p.vm|u.vm|d.vm|x.vm|v.vm|s.vm"
"12/22/2025 8:13","12/22/2025 8:15","0","78.148.161.188","100","123","1","12/22/2025 8:15","R_27W5eZqHMjxZm81","","","","","54.4539","-6.383","anonymous","EN","1",115,"7","1","","","","","","","","","","","","","","","","","","","2","4","2","2","2","1","3","3","4","Velcromessage","","","Q596|p.vm|x.vm|s.vm|v.vm|u.vm|i.vm|d.vm|g.vm|a.vm"
"12/22/2025 8:12","12/22/2025 8:15","0","151.230.229.221","100","199","1","12/22/2025 8:15","R_8BWWbz48fNCk5Qa","","","","","50.8345","-0.186","anonymous","EN","1",116,"7","1","3","2","3","3","2","3","3","6","4","","","","","","","","","","","","","","","","","","","Velcrogeneral","Q457|g.vg|s.vg|d.vg|u.vg|x.vg|v.vg|i.vg|p.vg|a.vg","",""
"12/22/2025 8:13","12/22/2025 8:15","0","41.121.131.204","100","113","1","12/22/2025 8:15","R_2MM6XCMThpvkUsb","","","","","-29.8553","31.0428","anonymous","EN","1",117,"5","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
